order_item_sk,order_date_sk,customer_sk,channel_sk,store_sk,bill_addr_sk,product_sk,quantity,unit_price,discount_amount,line_total
4473,45,668,1,,1900,1,1,12000.0,240.0,11760.0
4474,47,117,2,3,1188,2,3,15000.0,2250.0,42750.0
4475,47,117,2,3,1188,2,3,15000.0,4500.0,40500.0
4476,260,851,1,,673,1,2,12600.0,2520.0,22680.0
4477,582,51,2,1,259,2,3,15000.0,4500.0,40500.0
4478,582,51,2,1,259,2,2,15000.0,0.0,30000.0
4479,322,1117,1,,,1,1,12600.0,0.0,12600.0
4480,47,1029,1,,1234,1,1,12000.0,0.0,12000.0
4481,214,1139,1,,2610,1,1,12000.0,600.0,11400.0
4482,214,1139,1,,2610,2,2,16500.0,1650.0,31350.0
4483,599,1378,2,3,242,1,3,12000.0,1800.0,34200.0
4484,57,1271,2,2,264,2,2,15000.0,600.0,29400.0
4485,57,1271,2,2,264,1,1,12000.0,600.0,11400.0
4486,234,1424,1,,239,2,1,15000.0,1500.0,13500.0
4487,565,489,2,4,1938,2,1,15750.0,0.0,15750.0
4488,565,489,2,4,1938,2,1,16500.0,1650.0,14850.0
4489,472,744,1,,,2,3,15000.0,900.0,44100.0
4490,192,323,1,,1842,1,1,12000.0,240.0,11760.0
4491,192,323,1,,1842,1,1,12000.0,1200.0,10800.0
4492,454,1471,1,,2197,2,1,15000.0,300.0,14700.0
4493,198,1469,1,,2521,1,3,12600.0,0.0,37800.0
4494,467,1191,2,4,1641,1,2,12000.0,480.0,23520.0
4495,467,1191,2,4,1641,1,3,12600.0,0.0,37800.0
4496,495,335,1,,,2,1,15000.0,300.0,14700.0
4497,77,717,1,,2313,2,1,15000.0,750.0,14250.0
4498,77,717,1,,2313,1,1,12000.0,240.0,11760.0
4499,624,911,1,,465,1,1,12000.0,240.0,11760.0
4500,624,911,1,,465,2,2,15000.0,0.0,30000.0
4501,636,184,2,1,1451,2,2,15000.0,600.0,29400.0
4502,78,957,1,,1642,1,2,12000.0,1200.0,22800.0
4503,497,797,2,1,52,1,3,12000.0,720.0,35280.0
4504,503,22,2,4,302,1,2,12000.0,480.0,23520.0
4505,235,260,1,,1772,1,3,12000.0,1800.0,34200.0
4506,442,835,1,,182,2,3,15000.0,0.0,45000.0
4507,442,835,1,,182,2,3,15000.0,2250.0,42750.0
4508,154,1316,2,2,712,1,1,10800.0,1080.0,9720.0
4509,257,240,1,,2972,1,2,10800.0,1080.0,20520.0
4510,298,790,2,3,1669,2,3,15000.0,0.0,45000.0
4511,609,1380,1,,1891,2,1,15750.0,0.0,15750.0
4512,9,936,2,4,2389,1,1,12000.0,600.0,11400.0
4513,9,936,2,4,2389,1,2,12000.0,2400.0,21600.0
4514,621,274,1,,1668,2,3,15000.0,900.0,44100.0
4515,38,1177,2,2,,2,2,13500.0,540.0,26460.0
4516,38,1177,2,2,,1,1,12600.0,630.0,11970.0
4517,565,623,1,,1998,1,1,12600.0,1260.0,11340.0
4518,565,623,1,,1998,1,1,12000.0,0.0,12000.0
4519,396,419,1,,1277,2,1,15750.0,1575.0,14175.0
4520,195,1308,2,3,728,2,1,15000.0,1500.0,13500.0
4521,150,508,1,,2145,2,2,15750.0,0.0,31500.0
4522,150,508,1,,2145,1,3,12000.0,1800.0,34200.0
4523,16,1234,2,4,,1,3,12000.0,1800.0,34200.0
4524,240,992,1,,627,2,1,15000.0,0.0,15000.0
4525,143,143,2,2,359,2,2,15750.0,1575.0,29925.0
4526,143,143,2,2,359,2,1,15000.0,300.0,14700.0
4527,575,763,1,,1105,2,2,15000.0,3000.0,27000.0
4528,81,784,1,,1299,2,1,15000.0,300.0,14700.0
4529,304,1473,2,3,2275,2,3,15000.0,0.0,45000.0
4530,502,1344,2,4,984,2,3,15000.0,900.0,44100.0
4531,221,457,1,,960,1,1,12000.0,0.0,12000.0
4532,221,457,1,,960,1,3,12000.0,720.0,35280.0
4533,607,228,1,,1432,1,3,12000.0,720.0,35280.0
4534,607,228,1,,1432,1,1,12000.0,1200.0,10800.0
4535,68,1500,1,,635,2,1,15000.0,1500.0,13500.0
4536,54,84,1,,1084,1,2,12600.0,1260.0,23940.0
4537,340,692,1,,1209,1,3,12600.0,3780.0,34020.0
4538,340,692,1,,1209,1,3,12000.0,720.0,35280.0
4539,530,302,2,4,1754,2,3,15000.0,900.0,44100.0
4540,161,297,1,,96,1,1,12000.0,240.0,11760.0
4541,161,297,1,,96,1,1,12000.0,0.0,12000.0
4542,463,159,2,3,333,2,1,15000.0,0.0,15000.0
4543,463,159,2,3,333,1,1,12000.0,600.0,11400.0
4544,500,1248,1,,2593,1,3,10800.0,3240.0,29160.0
4545,500,1248,1,,2593,1,2,12000.0,480.0,23520.0
4546,606,319,1,,2883,1,3,12600.0,1890.0,35910.0
4547,510,1126,1,,1788,2,2,15750.0,3150.0,28350.0
4548,366,1079,1,,635,2,2,15000.0,1500.0,28500.0
4549,470,553,1,,1320,1,3,10800.0,0.0,32400.0
4550,470,553,1,,1320,2,2,15000.0,600.0,29400.0
4551,496,835,1,,,2,3,15000.0,0.0,45000.0
4552,467,1358,1,,1238,2,2,15000.0,3000.0,27000.0
4553,467,1358,1,,1238,1,3,12000.0,3600.0,32400.0
4554,537,1243,2,1,,1,2,12000.0,480.0,23520.0
4555,85,1397,1,,1739,1,3,10800.0,3240.0,29160.0
4556,85,1397,1,,1739,2,2,15750.0,1575.0,29925.0
4557,472,437,2,4,,2,1,15000.0,750.0,14250.0
4558,472,437,2,4,,2,2,16500.0,0.0,33000.0
4559,472,437,2,4,,1,3,12000.0,0.0,36000.0
4560,6,241,2,4,953,1,1,12000.0,1200.0,10800.0
4561,573,1246,1,,1524,1,2,13200.0,528.0,25872.0
4562,573,1246,1,,1524,2,2,15000.0,600.0,29400.0
4563,391,1076,1,,541,1,2,12000.0,480.0,23520.0
4564,335,1217,2,4,915,2,2,16500.0,1650.0,31350.0
4565,31,884,1,,834,1,3,10800.0,1620.0,30780.0
4566,189,1370,2,2,1193,2,3,15000.0,4500.0,40500.0
4567,98,1376,1,,2786,2,2,16500.0,0.0,33000.0
4568,35,249,1,,2546,2,1,15000.0,300.0,14700.0
4569,152,917,1,,1932,1,1,12000.0,240.0,11760.0
4570,330,168,2,4,303,2,3,15750.0,4725.0,42525.0
4571,266,566,1,,3038,1,2,13200.0,0.0,26400.0
4572,625,43,2,1,3063,1,3,12000.0,3600.0,32400.0
4573,113,813,1,,2739,2,2,15000.0,0.0,30000.0
4574,73,323,1,,829,1,1,12000.0,1200.0,10800.0
4575,357,26,1,,1739,1,2,13200.0,1320.0,25080.0
4576,357,26,1,,1739,1,1,12000.0,1200.0,10800.0
4577,7,396,2,2,1376,1,3,12000.0,1800.0,34200.0
4578,597,487,2,3,1306,1,3,12000.0,720.0,35280.0
4579,597,487,2,3,1306,2,1,13500.0,270.0,13230.0
4580,57,551,2,4,1739,2,1,13500.0,270.0,13230.0
4581,57,551,2,4,1739,1,3,12000.0,720.0,35280.0
4582,57,551,2,4,1739,2,1,15000.0,750.0,14250.0
4583,478,1101,1,,907,2,2,15000.0,600.0,29400.0
4584,468,790,2,2,787,1,1,12000.0,240.0,11760.0
4585,425,242,1,,2723,1,2,12000.0,480.0,23520.0
4586,92,1399,2,3,1660,2,1,15000.0,300.0,14700.0
4587,410,1389,1,,2940,1,1,12000.0,1200.0,10800.0
4588,241,1290,2,4,,1,1,12600.0,0.0,12600.0
4589,241,1290,2,4,,2,1,13500.0,270.0,13230.0
4590,634,221,2,4,1414,1,3,13200.0,0.0,39600.0
4591,634,221,2,4,1414,1,3,12000.0,3600.0,32400.0
4592,634,221,2,4,1414,2,2,13500.0,540.0,26460.0
4593,110,1161,2,1,2164,2,3,15750.0,945.0,46305.0
4594,312,570,1,,2938,2,2,15000.0,1500.0,28500.0
4595,410,847,1,,,2,2,15750.0,1575.0,29925.0
4596,410,847,1,,,1,2,12000.0,0.0,24000.0
4597,331,372,2,2,1531,1,2,12000.0,0.0,24000.0
4598,331,372,2,2,1531,2,3,15000.0,0.0,45000.0
4599,145,390,1,,978,1,2,13200.0,528.0,25872.0
4600,15,434,2,2,2639,2,2,15000.0,600.0,29400.0
4601,15,434,2,2,2639,2,3,13500.0,4050.0,36450.0
4602,140,1342,1,,614,1,1,12000.0,600.0,11400.0
4603,634,71,1,,482,2,3,15000.0,0.0,45000.0
4604,473,868,2,4,207,1,2,12600.0,504.0,24696.0
4605,239,1176,1,,1227,2,2,13500.0,540.0,26460.0
4606,239,1176,1,,1227,2,3,15000.0,4500.0,40500.0
4607,557,1423,1,,256,2,3,15000.0,900.0,44100.0
4608,557,1423,1,,256,1,2,10800.0,432.0,21168.0
4609,279,668,2,2,2351,2,3,16500.0,0.0,49500.0
4610,564,655,1,,2954,1,1,12000.0,600.0,11400.0
4611,500,292,1,,1178,1,3,12600.0,0.0,37800.0
4612,493,712,2,4,1457,1,1,12000.0,0.0,12000.0
4613,80,1421,1,,86,2,3,15000.0,900.0,44100.0
4614,80,1421,1,,86,2,1,15000.0,0.0,15000.0
4615,218,1290,1,,,1,2,12000.0,480.0,23520.0
4616,13,576,2,4,729,1,2,12000.0,480.0,23520.0
4617,437,612,2,1,1337,2,1,15750.0,315.0,15435.0
4618,437,612,2,1,1337,2,1,13500.0,1350.0,12150.0
4619,439,227,2,4,2682,1,1,12000.0,0.0,12000.0
4620,23,590,1,,,1,3,12000.0,0.0,36000.0
4621,23,590,1,,,2,1,13500.0,270.0,13230.0
4622,54,1498,1,,734,2,2,15000.0,0.0,30000.0
4623,587,184,1,,199,1,1,12000.0,240.0,11760.0
4624,223,88,1,,3059,1,2,12000.0,1200.0,22800.0
4625,440,1321,1,,582,1,2,12600.0,2520.0,22680.0
4626,440,1321,1,,582,2,3,15000.0,4500.0,40500.0
4627,524,528,1,,1776,2,2,16500.0,1650.0,31350.0
4628,587,1259,1,,2063,1,1,10800.0,216.0,10584.0
4629,493,817,2,2,73,2,3,15750.0,0.0,47250.0
4630,493,817,2,2,73,1,2,13200.0,528.0,25872.0
4631,633,85,2,4,50,1,3,12600.0,1890.0,35910.0
4632,633,85,2,4,50,1,2,13200.0,2640.0,23760.0
4633,633,85,2,4,50,2,2,15000.0,600.0,29400.0
4634,267,771,2,3,1077,2,2,15000.0,0.0,30000.0
4635,195,1386,1,,3119,1,2,12600.0,504.0,24696.0
4636,153,514,1,,2346,1,2,10800.0,2160.0,19440.0
4637,337,1252,2,3,2014,2,1,15750.0,315.0,15435.0
4638,337,1252,2,3,2014,1,1,12000.0,1200.0,10800.0
4639,327,1427,1,,2992,1,3,12000.0,1800.0,34200.0
4640,327,1427,1,,2992,2,2,15000.0,600.0,29400.0
4641,606,965,1,,48,1,2,12000.0,2400.0,21600.0
4642,611,1139,1,,2006,2,2,15000.0,3000.0,27000.0
4643,193,1197,2,3,1354,1,2,12000.0,1200.0,22800.0
4644,193,1197,2,3,1354,1,1,12000.0,0.0,12000.0
4645,380,1252,1,,1355,2,2,15000.0,0.0,30000.0
4646,380,1252,1,,1355,2,1,15000.0,1500.0,13500.0
4647,192,976,2,4,2885,2,3,16500.0,990.0,48510.0
4648,436,549,2,4,732,1,1,12600.0,252.0,12348.0
4649,262,1301,1,,855,1,2,10800.0,432.0,21168.0
4650,214,331,1,,756,1,2,10800.0,0.0,21600.0
4651,116,219,1,,262,2,3,15750.0,0.0,47250.0
4652,119,422,2,1,580,2,3,16500.0,4950.0,44550.0
4653,270,181,1,,2257,2,1,13500.0,270.0,13230.0
4654,270,181,1,,2257,2,1,15000.0,300.0,14700.0
4655,295,1073,1,,661,2,1,16500.0,1650.0,14850.0
4656,293,1362,1,,1711,2,2,15750.0,3150.0,28350.0
4657,244,1436,2,3,1421,1,2,13200.0,0.0,26400.0
4658,96,364,1,,1810,2,2,13500.0,1350.0,25650.0
4659,22,343,1,,1921,1,3,10800.0,0.0,32400.0
4660,68,1044,1,,2397,2,1,13500.0,1350.0,12150.0
4661,135,805,2,4,977,1,1,12000.0,1200.0,10800.0
4662,135,805,2,4,977,2,3,16500.0,990.0,48510.0
4663,366,1121,2,1,,2,2,16500.0,3300.0,29700.0
4664,366,1121,2,1,,1,2,12600.0,0.0,25200.0
4665,409,1395,2,3,96,1,2,10800.0,0.0,21600.0
4666,286,728,1,,523,2,2,15750.0,0.0,31500.0
4667,518,688,2,1,2617,1,2,12000.0,2400.0,21600.0
4668,169,831,1,,,2,3,15000.0,2250.0,42750.0
4669,591,744,1,,92,2,2,15750.0,1575.0,29925.0
4670,274,1371,2,2,901,2,1,15750.0,315.0,15435.0
4671,274,1371,2,2,901,1,2,10800.0,432.0,21168.0
4672,274,1371,2,2,901,1,2,12000.0,0.0,24000.0
4673,64,167,1,,,1,1,12600.0,252.0,12348.0
4674,138,111,1,,809,1,2,12000.0,0.0,24000.0
4675,138,111,1,,809,1,1,12000.0,240.0,11760.0
4676,334,580,1,,3193,1,1,12000.0,0.0,12000.0
4677,5,117,2,1,2788,1,1,10800.0,1080.0,9720.0
4678,637,1264,1,,2491,2,3,13500.0,0.0,40500.0
4679,512,233,1,,568,1,3,12000.0,0.0,36000.0
4680,129,671,1,,749,1,1,10800.0,540.0,10260.0
4681,129,671,1,,749,1,1,12000.0,240.0,11760.0
4682,94,94,1,,226,1,3,12000.0,0.0,36000.0
4683,94,94,1,,226,1,1,12000.0,600.0,11400.0
4684,172,390,2,4,1123,2,2,15000.0,3000.0,27000.0
4685,368,305,1,,1686,2,1,15000.0,750.0,14250.0
4686,368,305,1,,1686,1,1,12000.0,0.0,12000.0
4687,329,400,1,,2604,1,2,12000.0,0.0,24000.0
4688,329,400,1,,2604,1,1,12000.0,240.0,11760.0
4689,72,396,1,,789,2,3,15000.0,2250.0,42750.0
4690,360,1168,1,,798,2,1,15000.0,750.0,14250.0
4691,360,1168,1,,798,2,1,15000.0,0.0,15000.0
4692,408,655,2,3,315,1,3,12000.0,1800.0,34200.0
4693,408,655,2,3,315,1,3,12000.0,1800.0,34200.0
4694,549,343,1,,1377,2,1,15000.0,0.0,15000.0
4695,549,343,1,,1377,1,1,12600.0,630.0,11970.0
4696,446,684,1,,583,1,2,12000.0,2400.0,21600.0
4697,168,1150,1,,531,2,2,15000.0,3000.0,27000.0
4698,168,1150,1,,531,1,1,12000.0,1200.0,10800.0
4699,48,1028,2,3,993,2,2,13500.0,540.0,26460.0
4700,129,585,2,1,2439,1,2,12000.0,2400.0,21600.0
4701,510,1294,1,,2568,2,1,15000.0,0.0,15000.0
4702,285,455,2,4,,2,1,15750.0,1575.0,14175.0
4703,628,1141,2,1,1552,2,3,13500.0,2025.0,38475.0
4704,588,376,2,2,3175,2,1,15000.0,1500.0,13500.0
4705,139,1154,1,,1482,1,2,12000.0,480.0,23520.0
4706,139,1154,1,,1482,1,1,10800.0,216.0,10584.0
4707,289,1498,1,,1998,1,1,10800.0,0.0,10800.0
4708,633,603,2,3,482,1,1,12000.0,0.0,12000.0
4709,61,1002,2,3,2287,2,3,15750.0,2362.5,44887.5
4710,61,1002,2,3,2287,1,3,12000.0,0.0,36000.0
4711,243,924,1,,1833,1,2,12000.0,1200.0,22800.0
4712,536,1309,2,1,167,2,1,15000.0,750.0,14250.0
4713,519,1212,2,4,2473,2,1,15000.0,1500.0,13500.0
4714,553,974,2,2,2494,1,3,12000.0,720.0,35280.0
4715,128,1154,2,1,2784,1,1,10800.0,540.0,10260.0
4716,128,1154,2,1,2784,1,3,12000.0,720.0,35280.0
4717,611,105,1,,2681,2,2,16500.0,1650.0,31350.0
4718,305,335,1,,918,1,3,12000.0,720.0,35280.0
4719,49,421,2,1,,1,3,10800.0,1620.0,30780.0
4720,573,77,1,,1567,1,3,12000.0,1800.0,34200.0
4721,573,77,1,,1567,2,1,15750.0,787.5,14962.5
4722,55,1399,2,1,80,2,1,15000.0,0.0,15000.0
4723,115,761,1,,575,1,2,12000.0,480.0,23520.0
4724,597,160,2,2,2173,1,2,10800.0,1080.0,20520.0
4725,231,555,1,,3113,2,1,13500.0,0.0,13500.0
4726,231,555,1,,3113,2,3,13500.0,810.0,39690.0
4727,211,634,1,,851,1,3,12000.0,0.0,36000.0
4728,66,1187,2,4,2061,2,1,16500.0,330.0,16170.0
4729,612,1329,1,,,1,1,12000.0,0.0,12000.0
4730,591,1231,1,,268,1,3,13200.0,792.0,38808.0
4731,591,1231,1,,268,1,3,10800.0,648.0,31752.0
4732,591,1231,1,,268,2,2,15000.0,0.0,30000.0
4733,459,571,2,1,3164,1,2,10800.0,1080.0,20520.0
4734,419,1336,2,1,2225,2,3,16500.0,0.0,49500.0
4735,58,243,2,1,1979,1,2,10800.0,0.0,21600.0
4736,58,243,2,1,1979,1,1,10800.0,540.0,10260.0
4737,332,678,2,3,1439,2,1,15000.0,750.0,14250.0
4738,49,791,1,,2671,2,3,15000.0,2250.0,42750.0
4739,49,791,1,,2671,2,1,15750.0,787.5,14962.5
4740,492,580,1,,28,2,1,15000.0,300.0,14700.0
4741,343,121,2,3,195,2,3,15750.0,4725.0,42525.0
4742,562,1130,2,4,1099,2,2,15000.0,0.0,30000.0
4743,146,1275,2,4,2027,2,3,15000.0,900.0,44100.0
4744,146,1275,2,4,2027,1,2,12000.0,1200.0,22800.0
4745,113,1039,1,,412,1,3,13200.0,1980.0,37620.0
4746,287,171,2,3,2078,1,2,10800.0,432.0,21168.0
4747,511,132,2,1,1208,2,3,16500.0,4950.0,44550.0
4748,383,889,2,3,1217,1,2,10800.0,1080.0,20520.0
4749,383,889,2,3,1217,2,1,16500.0,330.0,16170.0
4750,47,640,1,,1964,1,3,10800.0,1620.0,30780.0
4751,510,841,1,,2489,2,3,15000.0,4500.0,40500.0
4752,381,1188,2,4,1600,1,2,12000.0,1200.0,22800.0
4753,308,1319,1,,,1,2,12000.0,2400.0,21600.0
4754,373,580,1,,917,2,1,15000.0,300.0,14700.0
4755,289,589,1,,877,1,1,12600.0,0.0,12600.0
4756,413,204,1,,,1,3,12000.0,3600.0,32400.0
4757,100,867,1,,1536,2,3,13500.0,2025.0,38475.0
4758,267,250,1,,101,2,1,13500.0,675.0,12825.0
4759,487,1215,1,,504,2,1,15000.0,300.0,14700.0
4760,108,1363,2,4,1395,1,1,13200.0,1320.0,11880.0
4761,546,589,1,,505,1,3,10800.0,3240.0,29160.0
4762,546,589,1,,505,2,2,13500.0,540.0,26460.0
4763,140,1462,1,,489,1,3,10800.0,3240.0,29160.0
4764,539,837,2,4,2398,2,3,13500.0,0.0,40500.0
4765,343,1210,2,1,266,1,3,12000.0,1800.0,34200.0
4766,331,370,2,3,1570,1,2,10800.0,2160.0,19440.0
4767,581,1474,2,4,1011,1,3,10800.0,648.0,31752.0
4768,581,1474,2,4,1011,1,1,12000.0,240.0,11760.0
4769,581,1474,2,4,1011,1,2,10800.0,2160.0,19440.0
4770,327,294,2,1,2274,2,2,15750.0,3150.0,28350.0
4771,501,1427,1,,1983,2,2,15000.0,1500.0,28500.0
4772,163,119,1,,660,2,3,13500.0,0.0,40500.0
4773,163,119,1,,660,2,1,15750.0,1575.0,14175.0
4774,3,485,1,,,2,3,15000.0,4500.0,40500.0
4775,30,583,2,4,1192,2,2,15000.0,600.0,29400.0
4776,30,583,2,4,1192,1,2,12600.0,504.0,24696.0
4777,477,1463,1,,160,1,1,12000.0,600.0,11400.0
4778,458,160,1,,2694,2,2,15000.0,1500.0,28500.0
4779,595,629,1,,73,2,3,13500.0,2025.0,38475.0
4780,595,629,1,,73,2,1,15000.0,0.0,15000.0
4781,219,727,2,1,1247,1,3,10800.0,648.0,31752.0
4782,124,590,1,,579,2,3,15000.0,0.0,45000.0
4783,295,443,1,,2550,2,2,15000.0,600.0,29400.0
4784,77,705,1,,1794,2,1,15750.0,315.0,15435.0
4785,497,188,1,,,2,1,15000.0,750.0,14250.0
4786,104,1097,2,4,1411,1,3,12000.0,1800.0,34200.0
4787,416,1328,2,4,2563,2,1,15000.0,300.0,14700.0
4788,3,304,2,3,2411,1,2,12600.0,0.0,25200.0
4789,562,876,1,,2211,2,3,15750.0,4725.0,42525.0
4790,562,876,1,,2211,1,2,12000.0,1200.0,22800.0
4791,123,1116,1,,2548,1,1,12000.0,240.0,11760.0
4792,440,1219,1,,568,2,3,16500.0,990.0,48510.0
4793,386,1134,1,,1945,2,1,15000.0,300.0,14700.0
4794,61,1074,2,4,213,1,2,12000.0,1200.0,22800.0
4795,61,1074,2,4,213,1,2,13200.0,0.0,26400.0
4796,508,350,1,,510,1,2,13200.0,528.0,25872.0
4797,355,1406,1,,2808,1,2,12000.0,1200.0,22800.0
4798,414,1176,2,4,2827,1,1,13200.0,1320.0,11880.0
4799,414,1176,2,4,2827,2,3,15000.0,2250.0,42750.0
4800,58,1367,1,,773,2,3,15000.0,0.0,45000.0
4801,193,232,1,,2966,2,3,15750.0,2362.5,44887.5
4802,542,844,1,,681,2,3,15000.0,900.0,44100.0
4803,524,671,1,,980,1,3,12000.0,720.0,35280.0
4804,226,407,1,,2378,1,2,10800.0,2160.0,19440.0
4805,423,944,1,,1322,2,1,13500.0,675.0,12825.0
4806,292,327,2,2,814,2,1,15750.0,315.0,15435.0
4807,180,199,1,,77,1,3,10800.0,648.0,31752.0
4808,180,199,1,,77,1,2,12000.0,480.0,23520.0
4809,359,1409,1,,1994,2,2,15000.0,600.0,29400.0
4810,359,1409,1,,1994,2,2,15750.0,630.0,30870.0
4811,60,949,2,2,345,1,2,12000.0,480.0,23520.0
4812,60,949,2,2,345,2,2,13500.0,540.0,26460.0
4813,311,900,1,,1662,2,3,15000.0,2250.0,42750.0
4814,67,932,2,1,2175,2,2,15000.0,0.0,30000.0
4815,15,683,2,1,2725,2,3,16500.0,2475.0,47025.0
4816,47,1360,2,4,2874,2,2,16500.0,1650.0,31350.0
4817,251,505,1,,,2,3,15000.0,2250.0,42750.0
4818,538,371,1,,1100,2,1,13500.0,1350.0,12150.0
4819,6,535,1,,738,2,1,15000.0,750.0,14250.0
4820,293,446,1,,302,1,2,12600.0,0.0,25200.0
4821,293,446,1,,302,1,3,12000.0,3600.0,32400.0
4822,518,610,2,4,2274,1,1,12000.0,0.0,12000.0
4823,518,610,2,4,2274,2,2,15750.0,0.0,31500.0
4824,171,243,1,,619,2,1,15000.0,1500.0,13500.0
4825,312,1469,2,2,2624,1,2,12000.0,1200.0,22800.0
4826,425,86,1,,26,1,3,13200.0,0.0,39600.0
4827,564,437,1,,424,1,1,12600.0,252.0,12348.0
4828,564,437,1,,424,2,1,15000.0,0.0,15000.0
4829,226,199,1,,2601,1,3,12000.0,720.0,35280.0
4830,226,199,1,,2601,2,2,15750.0,1575.0,29925.0
4831,118,350,1,,60,1,3,12000.0,0.0,36000.0
4832,118,350,1,,60,2,2,15000.0,1500.0,28500.0
4833,46,105,2,1,1144,2,1,15000.0,750.0,14250.0
4834,46,105,2,1,1144,2,2,15000.0,3000.0,27000.0
4835,117,698,1,,211,1,2,12000.0,480.0,23520.0
4836,59,1236,1,,2781,1,2,12000.0,480.0,23520.0
4837,363,1305,1,,681,1,2,12600.0,1260.0,23940.0
4838,522,1262,1,,1416,1,1,12000.0,0.0,12000.0
4839,522,1262,1,,1416,2,3,15000.0,4500.0,40500.0
4840,363,1325,2,4,1852,2,3,15750.0,2362.5,44887.5
4841,11,117,1,,,1,1,10800.0,216.0,10584.0
4842,11,117,1,,,1,3,13200.0,1980.0,37620.0
4843,631,1322,1,,509,2,2,15750.0,3150.0,28350.0
4844,35,694,2,3,3000,2,3,15000.0,900.0,44100.0
4845,201,1092,2,2,3174,2,2,15000.0,3000.0,27000.0
4846,89,279,1,,1481,2,2,16500.0,3300.0,29700.0
4847,7,1277,2,1,461,1,2,12000.0,2400.0,21600.0
4848,553,983,2,3,1218,1,1,12000.0,240.0,11760.0
4849,79,1300,1,,1033,2,2,15750.0,1575.0,29925.0
4850,304,727,2,4,2189,1,3,12000.0,3600.0,32400.0
4851,176,496,1,,2927,1,2,12000.0,1200.0,22800.0
4852,221,657,1,,2682,1,3,12600.0,1890.0,35910.0
4853,380,277,1,,,1,1,12000.0,1200.0,10800.0
4854,269,523,1,,243,1,3,12000.0,0.0,36000.0
4855,316,126,1,,1785,2,2,15000.0,600.0,29400.0
4856,111,1034,2,1,745,2,1,16500.0,1650.0,14850.0
4857,377,358,2,4,2428,1,1,12000.0,0.0,12000.0
4858,87,637,1,,968,1,3,12000.0,3600.0,32400.0
4859,244,691,2,2,24,1,3,12600.0,3780.0,34020.0
4860,315,380,2,4,212,2,1,15000.0,750.0,14250.0
4861,315,380,2,4,212,1,3,12000.0,720.0,35280.0
4862,315,380,2,4,212,2,2,15000.0,1500.0,28500.0
4863,240,1253,1,,,1,1,12000.0,240.0,11760.0
4864,240,1253,1,,,1,1,10800.0,0.0,10800.0
4865,204,1068,2,4,2640,1,3,12000.0,720.0,35280.0
4866,422,1188,1,,892,2,3,15000.0,2250.0,42750.0
4867,593,1354,1,,1178,2,1,15000.0,0.0,15000.0
4868,272,1109,2,2,428,1,3,13200.0,792.0,38808.0
4869,255,1399,2,1,2363,2,1,13500.0,270.0,13230.0
4870,255,1399,2,1,2363,1,2,12000.0,480.0,23520.0
4871,133,672,2,1,245,1,1,12000.0,240.0,11760.0
4872,133,672,2,1,245,2,2,16500.0,3300.0,29700.0
4873,110,1351,2,1,3059,1,3,12000.0,0.0,36000.0
4874,110,1351,2,1,3059,1,1,12000.0,0.0,12000.0
4875,110,1351,2,1,3059,2,2,15750.0,3150.0,28350.0
4876,209,725,1,,2013,2,1,15000.0,0.0,15000.0
4877,209,725,1,,2013,1,3,12000.0,0.0,36000.0
4878,170,1288,2,3,813,2,2,15750.0,3150.0,28350.0
4879,193,542,1,,3120,2,3,15750.0,945.0,46305.0
4880,628,205,1,,,2,1,15000.0,0.0,15000.0
4881,628,205,1,,,1,3,12600.0,3780.0,34020.0
4882,114,421,1,,2148,1,1,12600.0,0.0,12600.0
4883,238,433,1,,,1,3,12000.0,0.0,36000.0
4884,238,433,1,,,2,2,15750.0,630.0,30870.0
4885,175,313,1,,1276,2,1,15750.0,0.0,15750.0
4886,39,556,2,4,,1,3,12000.0,1800.0,34200.0
4887,468,1225,1,,1799,1,2,12000.0,0.0,24000.0
4888,225,1326,1,,229,1,2,12000.0,0.0,24000.0
4889,225,1326,1,,229,1,3,12000.0,3600.0,32400.0
4890,535,513,1,,1202,1,1,10800.0,0.0,10800.0
4891,126,196,1,,352,2,3,16500.0,0.0,49500.0
4892,126,196,1,,352,1,1,12600.0,0.0,12600.0
4893,273,377,1,,,1,2,12000.0,2400.0,21600.0
4894,160,400,2,2,2697,1,2,12000.0,0.0,24000.0
4895,447,1177,1,,906,2,1,15750.0,0.0,15750.0
4896,447,1177,1,,906,1,3,12000.0,1800.0,34200.0
4897,71,833,1,,172,2,3,15000.0,0.0,45000.0
4898,71,833,1,,172,2,1,16500.0,0.0,16500.0
4899,266,308,1,,1072,1,1,12600.0,630.0,11970.0
4900,261,291,2,4,49,1,3,12000.0,0.0,36000.0
4901,548,727,1,,478,2,1,15000.0,750.0,14250.0
4902,361,587,2,3,,2,3,15000.0,2250.0,42750.0
4903,337,448,2,2,,2,1,15000.0,1500.0,13500.0
4904,156,1144,2,1,411,2,2,13500.0,2700.0,24300.0
4905,156,1144,2,1,411,1,2,12000.0,0.0,24000.0
4906,475,516,1,,351,1,2,12600.0,0.0,25200.0
4907,293,1123,1,,2732,1,2,12000.0,2400.0,21600.0
4908,143,1203,1,,2291,1,3,12000.0,3600.0,32400.0
4909,79,377,2,1,3114,1,1,12000.0,600.0,11400.0
4910,79,377,2,1,3114,2,2,15000.0,0.0,30000.0
4911,91,991,1,,157,1,3,12600.0,0.0,37800.0
4912,492,240,1,,2137,1,2,12000.0,1200.0,22800.0
4913,453,1155,2,4,,1,1,12000.0,240.0,11760.0
