payment_id,order_id,paid_date_sk,customer_sk,channel_sk,store_sk,bill_addr_sk,amount,status,method,transaction_ref
7000003302,1000003302,275.0,820,1,,466.0,43888.8,PAID,GATEWAY,TX-Y0OQTYVXYBEG
7000003303,1000003303,9.0,1223,2,1.0,2446.0,90858.9,PAID,CARD,TX-BAOA6JJK4Z9A
7000003304,1000003304,554.0,641,1,,2344.0,15720.0,PAID,GATEWAY,TX-W7PDMCC5B9XR
7000003305,1000003305,556.0,1319,1,,920.0,31493.64,PAID,GATEWAY,TX-Y9RLJRF1M5W7
7000003306,1000003306,98.0,1421,1,,1010.0,51727.5,PAID,GATEWAY,TX-DUKF9Y68M306
7000003307,1000003307,630.0,63,2,2.0,,31036.5,PAID,CARD,TX-H1ZZ8XEPJMY2
7000003308,1000003308,,1309,2,4.0,,103447.74,PENDING,CASH,
7000003309,1000003309,382.0,855,2,3.0,1275.0,43560.0,PAID,CARD,TX-KVBP9ZNHFDGR
7000003310,1000003310,184.0,1483,2,4.0,2066.0,44104.5,PAID,CARD,TX-VE22EM9MI0JK
7000003311,1000003311,462.0,858,1,,2498.0,15274.8,PAID,CARD,TX-M4TU0SGEUE8V
7000003312,1000003312,412.0,1390,2,3.0,862.0,36300.0,PAID,TRANSFER,TX-QDHCLJ4F4S7S
7000003313,1000003313,448.0,929,2,3.0,2422.0,42688.8,REFUNDED,TRANSFER,TX-KQXCLLYPC97C
7000003314,1000003314,203.0,809,2,4.0,1405.0,14229.6,PAID,CARD,TX-S6UCCR5IKJST
7000003315,1000003315,,1236,2,2.0,1776.0,100333.2,PENDING,CARD,
7000003316,1000003316,572.0,816,1,,2101.0,56900.25,PAID,CARD,TX-RI1MXGVLZQG5
7000003317,1000003317,578.0,143,1,,2016.0,39204.0,PAID,CARD,TX-58732P4ITDQ8
7000003318,1000003318,298.0,984,2,3.0,1929.0,49005.0,PAID,CARD,TX-OWS6Y580WT3F
7000003319,1000003319,389.0,529,2,2.0,190.0,29040.0,PAID,CASH,TX-YWPLMY5CNM3W
7000003320,1000003320,359.0,4,2,3.0,1320.0,18966.75,PAID,CARD,TX-SNM03QZYC82B
7000003321,1000003321,456.0,506,1,,1721.0,18987.0,REFUNDED,CARD,TX-1QDKJ9VGN6KH
7000003322,1000003322,88.0,942,2,2.0,,29040.0,PAID,CARD,TX-RP1Z132X0DVN
7000003323,1000003323,625.0,210,1,,63.0,27336.0,PAID,CARD,TX-1XCG0HDAR383
7000003324,1000003324,640.0,1324,2,1.0,244.0,78045.0,PAID,CARD,TX-75CU3VO4PJ42
7000003325,1000003325,189.0,1102,1,,466.0,33870.0,PAID,GATEWAY,TX-5F4CPZ70YSD4
7000003326,1000003326,323.0,146,2,4.0,827.0,52998.0,PAID,CASH,TX-Y4M1ULJ312DT
7000003327,1000003327,253.0,1120,2,2.0,32.0,17242.5,PAID,CASH,TX-9UTTBWIT4PWO
7000003328,1000003328,532.0,1160,2,3.0,933.0,35937.0,PAID,TRANSFER,TX-A3AG8DUO7GSG
7000003329,1000003329,423.0,863,2,2.0,1418.0,30219.75,PAID,CARD,TX-JMZ5WIT40ABG
7000003330,1000003330,91.0,540,2,1.0,287.0,61365.15,PAID,TRANSFER,TX-UH72JMIJRU65
7000003331,1000003331,606.0,610,1,,164.0,57256.8,REFUNDED,CARD,TX-594L3MHPQI23
7000003332,1000003332,,31,1,,2196.0,76258.8,FAILED,CARD,
7000003333,1000003333,552.0,449,2,3.0,691.0,39204.0,PAID,CARD,TX-N8MJ530ZAMT4
7000003334,1000003334,33.0,769,2,1.0,1801.0,53361.0,REFUNDED,TRANSFER,TX-GMS8OLTOB8U0
7000003335,1000003335,520.0,1402,2,3.0,2838.0,43560.0,PAID,CASH,TX-DO07BH2H5VPJ
7000003336,1000003336,456.0,908,2,1.0,1818.0,58283.28,PAID,CARD,TX-PVEIERQ5AQYJ
7000003337,1000003337,354.0,624,1,,,33444.0,PAID,CARD,TX-1SQTUD873H64
7000003338,1000003338,183.0,608,1,,2885.0,54561.0,PAID,CARD,TX-DMY681LRJRKJ
7000003339,1000003339,65.0,37,1,,1712.0,46720.2,PAID,CARD,TX-CNS038N1I9S8
7000003340,1000003340,341.0,1482,1,,2426.0,110127.75,PAID,CARD,TX-J3YHM8YA36PT
7000003341,1000003341,102.0,1058,2,4.0,1268.0,18104.62,PAID,CASH,TX-B7Z5OYOQEBMG
7000003342,1000003342,524.0,286,1,,334.0,31029.0,PAID,CARD,TX-79IUY910M8N6
7000003343,1000003343,630.0,1008,1,,436.0,49905.0,PAID,CARD,TX-EZONQAH5JNY8
7000003344,1000003344,45.0,668,1,,1900.0,15729.6,PAID,CARD,TX-OWZ54SEXXKYG
7000003345,1000003345,48.0,117,2,3.0,1188.0,100732.5,PAID,TRANSFER,TX-3AYKNU2BHQ5S
7000003346,1000003346,,851,1,,673.0,28642.8,FAILED,GATEWAY,
7000003347,1000003347,583.0,51,2,1.0,259.0,85305.0,PAID,CASH,TX-AXKNQQ1L6UCW
7000003348,1000003348,325.0,1117,1,,,16446.0,PAID,GATEWAY,TX-EM7VVOWMW18W
7000003349,1000003349,47.0,1029,1,,1234.0,15720.0,PAID,CARD,TX-M43EMIV9ZWKV
7000003350,1000003350,217.0,1139,1,,2610.0,52627.5,PAID,CARD,TX-1KB428A4F3QD
7000003351,1000003351,602.0,1378,2,3.0,242.0,41382.0,PAID,TRANSFER,TX-KVR83TRNV87I
7000003352,1000003352,58.0,1271,2,2.0,264.0,49368.0,PAID,CASH,TX-65B6Y3GXEA3B
7000003353,1000003353,236.0,1424,1,,239.0,17835.0,PAID,CARD,TX-CUB3Z7A70FB5
7000003354,1000003354,566.0,489,2,4.0,1938.0,37026.0,PAID,CASH,TX-3FS267JXLRH4
7000003355,1000003355,473.0,744,1,,,54261.0,PAID,CARD,TX-ISMKE86BAL4A
7000003356,1000003356,194.0,323,1,,1842.0,28197.6,PAID,CARD,TX-L25PPLEGQKJA
7000003357,1000003357,455.0,1471,1,,2197.0,18987.0,PAID,CARD,TX-SKLQRVE8NQAL
7000003358,1000003358,199.0,1469,1,,2521.0,46938.0,PAID,CARD,TX-AYBXFZYXOFFG
7000003359,1000003359,469.0,1191,2,4.0,1641.0,74197.2,PAID,CASH,TX-7D2DEY5XZTXF
7000003360,1000003360,497.0,335,1,,,18987.0,PAID,GATEWAY,TX-L4YY0YV8IYB4
7000003361,1000003361,78.0,717,1,,2313.0,32672.1,PAID,GATEWAY,TX-QQRJDRII6OHD
7000003362,1000003362,624.0,911,1,,465.0,50529.6,PAID,CARD,TX-LPQNYI6137QL
7000003363,1000003363,639.0,184,2,1.0,1451.0,35574.0,PAID,CARD,TX-5AGDX74VYNH9
7000003364,1000003364,80.0,957,1,,1642.0,28488.0,PAID,CARD,TX-XUUIW5GC0IDH
7000003365,1000003365,,797,2,1.0,52.0,42688.8,PENDING,CARD,
7000003366,1000003366,504.0,22,2,4.0,302.0,28459.2,PAID,CASH,TX-K5GTN6H614Q8
7000003367,1000003367,237.0,260,1,,1772.0,42882.0,PAID,GATEWAY,TX-8ASG6BCZ0E91
7000003368,1000003368,444.0,835,1,,182.0,107077.5,PAID,GATEWAY,TX-ODLT027JR9JD
7000003369,1000003369,157.0,1316,2,2.0,712.0,11761.2,PAID,CARD,TX-FOFOZ4OQ0OEB
7000003370,1000003370,,240,1,,2972.0,26029.2,FAILED,CARD,
7000003371,1000003371,300.0,790,2,3.0,1669.0,54450.0,PAID,CARD,TX-2EHNURGS5WJZ
7000003372,1000003372,612.0,1380,1,,1891.0,19057.5,PAID,GATEWAY,TX-TORSUPG21WB0
7000003373,1000003373,11.0,936,2,4.0,2389.0,39930.0,PAID,CARD,TX-CCEOLMRXUREQ
7000003374,1000003374,623.0,274,1,,1668.0,54861.0,PAID,GATEWAY,TX-G35L25PAWKO3
7000003375,1000003375,39.0,1177,2,2.0,,46500.3,PAID,CASH,TX-3HHAJ8FONU6T
7000003376,1000003376,567.0,623,1,,1998.0,29141.4,PAID,GATEWAY,TX-19V6GOL5TJ6W
7000003377,1000003377,,419,1,,1277.0,18351.75,FAILED,GATEWAY,
7000003378,1000003378,196.0,1308,2,3.0,728.0,16335.0,REFUNDED,CASH,TX-XIYMY8IB67X3
7000003379,1000003379,151.0,508,1,,2145.0,80997.0,PAID,GATEWAY,TX-6BJSKIFSWCV2
7000003380,1000003380,17.0,1234,2,4.0,,41382.0,PAID,CARD,TX-U40FM2IIEEST
7000003381,1000003381,241.0,992,1,,627.0,19350.0,PAID,CARD,TX-LTXLJQWZCTHX
7000003382,1000003382,145.0,143,2,2.0,359.0,53996.25,PAID,CASH,TX-89LOWFO1YO9Z
7000003383,1000003383,578.0,763,1,,1105.0,33870.0,PAID,CARD,TX-IKQAEITG8GTZ
7000003384,1000003384,82.0,784,1,,1299.0,17787.0,REFUNDED,GATEWAY,TX-8257AGYHCWZ0
7000003385,1000003385,306.0,1473,2,3.0,2275.0,54450.0,PAID,CARD,TX-U97S2OW8YWR9
7000003386,1000003386,502.0,1344,2,4.0,984.0,53361.0,PAID,CARD,TX-CP2IM7H9M3XF
7000003387,1000003387,222.0,457,1,,960.0,58708.8,PAID,CARD,TX-FQMUEM3CHW9T
7000003388,1000003388,608.0,228,1,,1432.0,56956.8,PAID,GATEWAY,TX-PH8UN9WIK8SZ
7000003389,1000003389,70.0,1500,1,,635.0,17535.0,PAID,CARD,TX-AH9HMPKDTJA3
7000003390,1000003390,56.0,84,1,,1084.0,29867.4,PAID,CARD,TX-49X2PH5C7AQT
7000003391,1000003391,341.0,692,1,,1209.0,85053.0,PAID,CARD,TX-CMHTB33XN2SU
7000003392,1000003392,,302,2,4.0,1754.0,53361.0,FAILED,CASH,
7000003393,1000003393,164.0,297,1,,96.0,29649.6,PAID,CARD,TX-G896X2I0B1X5
7000003394,1000003394,464.0,159,2,3.0,333.0,31944.0,PAID,CARD,TX-SWD5WC8AZ58O
7000003395,1000003395,501.0,1248,1,,2593.0,64942.8,PAID,CARD,TX-PLQ7RR99JIRR
7000003396,1000003396,608.0,319,1,,2883.0,44351.1,PAID,GATEWAY,TX-T4FBA0K4DFG3
7000003397,1000003397,511.0,1126,1,,1788.0,35203.5,PAID,CARD,TX-KRABBNAPEK2U
7000003398,1000003398,,1079,1,,635.0,35685.0,PENDING,GATEWAY,
7000003399,1000003399,471.0,553,1,,1320.0,75678.0,PAID,CARD,TX-KXAYFVYPAOEB
7000003400,1000003400,497.0,835,1,,,55350.0,REFUNDED,CARD,TX-GSEE9VP6QHWZ
7000003401,1000003401,467.0,1358,1,,1238.0,73074.0,PAID,CARD,TX-H4WLDF0U14AM
7000003402,1000003402,538.0,1243,2,1.0,,28459.2,PAID,CASH,TX-HF9MVI6NQRAD
7000003403,1000003403,86.0,1397,1,,1739.0,72392.85,PAID,CARD,TX-BF7ZBEJP7Y41
7000003404,1000003404,472.0,437,2,4.0,,100732.5,PAID,CARD,TX-SAQTVUYPZEYP
7000003405,1000003405,8.0,241,2,4.0,953.0,13068.0,PAID,CASH,TX-MG5OZV4HKS5U
7000003406,1000003406,573.0,1246,1,,1524.0,68079.12,PAID,GATEWAY,TX-LXM1J0PTUFUH
7000003407,1000003407,394.0,1076,1,,541.0,29359.2,PAID,CARD,TX-O4IAR33FZYOJ
7000003408,1000003408,337.0,1217,2,4.0,915.0,37933.5,PAID,CASH,TX-G5CJ1TUXCSL7
7000003409,1000003409,32.0,884,1,,834.0,38743.8,PAID,GATEWAY,TX-ESNGDLL1NGQD
7000003410,1000003410,191.0,1370,2,2.0,1193.0,49005.0,PAID,CASH,TX-IU9XBZV5TUWP
7000003411,1000003411,101.0,1376,1,,2786.0,40830.0,PAID,CARD,TX-93BIB9TXHTRM
7000003412,1000003412,37.0,249,1,,2546.0,19287.0,PAID,GATEWAY,TX-Y0J4I3DOYCKQ
7000003413,1000003413,153.0,917,1,,1932.0,15429.6,PAID,CARD,TX-NGM5MMT442LU
7000003414,1000003414,,168,2,4.0,303.0,51455.25,FAILED,CASH,
7000003415,1000003415,269.0,566,1,,3038.0,32844.0,PAID,CARD,TX-QP31Q25URSR0
7000003416,1000003416,,43,2,1.0,3063.0,39204.0,FAILED,CASH,
7000003417,1000003417,,813,1,,2739.0,36300.0,FAILED,GATEWAY,
7000003418,1000003418,74.0,323,1,,829.0,14268.0,PAID,CARD,TX-EI1BYMPTIK8S
7000003419,1000003419,360.0,26,1,,1739.0,43414.8,PAID,CARD,TX-QUHPF0NKT33W
7000003420,1000003420,8.0,396,2,2.0,1376.0,41382.0,PAID,TRANSFER,TX-567283CYWO5G
7000003421,1000003421,600.0,487,2,3.0,1306.0,58697.1,PAID,CASH,TX-GYZOYJM6Q8TN
7000003422,1000003422,58.0,551,2,4.0,1739.0,75939.6,PAID,CARD,TX-YHEFUBTF8W0B
7000003423,1000003423,479.0,1101,1,,907.0,35574.0,REFUNDED,CARD,TX-WARP2TJEJ1OL
7000003424,1000003424,471.0,790,2,2.0,787.0,14229.6,PAID,TRANSFER,TX-UBFEYAVZJITO
7000003425,1000003425,,242,1,,2723.0,29659.2,FAILED,CARD,
7000003426,1000003426,94.0,1399,2,3.0,1660.0,17787.0,PAID,TRANSFER,TX-UTZPFD3QXO2I
7000003427,1000003427,411.0,1389,1,,2940.0,14268.0,PAID,CARD,TX-594BNADM83KP
7000003428,1000003428,243.0,1290,2,4.0,,31254.3,PAID,CASH,TX-5M6SBF0EXH75
7000003429,1000003429,,221,2,4.0,1414.0,119136.6,FAILED,CASH,
7000003430,1000003430,112.0,1161,2,1.0,2164.0,56029.05,PAID,CARD,TX-NE0K1D3WEE7A
7000003431,1000003431,312.0,570,1,,2938.0,35685.0,PAID,GATEWAY,TX-LJWLTMG0AT22
7000003432,1000003432,411.0,847,1,,,66149.25,PAID,CARD,TX-EKYM1AYWUK42
7000003433,1000003433,,372,2,2.0,1531.0,83490.0,FAILED,CARD,
7000003434,1000003434,145.0,390,1,,978.0,32205.12,PAID,GATEWAY,TX-12IY3BV3GIW4
7000003435,1000003435,17.0,434,2,2.0,2639.0,79678.5,PAID,CARD,TX-NRRLY12XYCKD
7000003436,1000003436,141.0,1342,1,,614.0,14694.0,PAID,CARD,TX-ATXW7W80B3YQ
7000003437,1000003437,636.0,71,1,,482.0,55650.0,PAID,GATEWAY,TX-H3MAAX4JZMMB
7000003438,1000003438,475.0,868,2,4.0,207.0,29882.16,PAID,CASH,TX-ZFSV61ALW1Q5
7000003439,1000003439,242.0,1176,1,,1227.0,82221.6,PAID,CARD,TX-F03N87MYMR50
7000003440,1000003440,558.0,1423,1,,256.0,80474.28,PAID,CARD,TX-THEQ48BCQ3CU
7000003441,1000003441,281.0,668,2,2.0,2351.0,59895.0,PAID,CARD,TX-K906WVYZPVLB
7000003442,1000003442,566.0,655,1,,2954.0,14694.0,PAID,CARD,TX-EGCPLAVAJIYE
7000003443,1000003443,502.0,292,1,,1178.0,47238.0,PAID,CARD,TX-U84QZUDXWTFZ
7000003444,1000003444,494.0,712,2,4.0,1457.0,14520.0,PAID,CARD,TX-0F0LJB9UF2YH
7000003445,1000003445,81.0,1421,1,,86.0,72711.0,PAID,CARD,TX-T69XYMJJRQDP
7000003446,1000003446,,1290,1,,,29359.2,FAILED,CARD,
7000003447,1000003447,16.0,576,2,4.0,729.0,28459.2,PAID,CASH,TX-YQC9UUVG4H84
7000003448,1000003448,439.0,612,2,1.0,1337.0,33377.85,PAID,TRANSFER,TX-RXLKA1FSZXSP
7000003449,1000003449,442.0,227,2,4.0,2682.0,14520.0,PAID,TRANSFER,TX-OB5TIBYIK96N
7000003450,1000003450,,590,1,,,60468.3,FAILED,CARD,
7000003451,1000003451,57.0,1498,1,,734.0,37200.0,PAID,GATEWAY,TX-FGV05CADUYIW
7000003452,1000003452,588.0,184,1,,199.0,14229.6,PAID,GATEWAY,TX-DG9OTH0J0KVU
7000003453,1000003453,226.0,88,1,,3059.0,27588.0,PAID,CARD,TX-A1YCXFOBFTTR
7000003454,1000003454,443.0,1321,1,,582.0,77947.8,PAID,GATEWAY,TX-X7MPF2RK35UE
7000003455,1000003455,526.0,528,1,,1776.0,39433.5,PAID,CARD,TX-AV1ZGPBNIEZV
7000003456,1000003456,588.0,1259,1,,2063.0,13706.64,PAID,GATEWAY,TX-9NPIBN95WWTY
7000003457,1000003457,496.0,817,2,2.0,73.0,88477.62,PAID,CARD,TX-1MA32XJU7VFS
7000003458,1000003458,635.0,85,2,4.0,50.0,107774.7,PAID,CASH,TX-W9G868IEYK1N
7000003459,1000003459,,771,2,3.0,1077.0,36300.0,FAILED,CARD,
7000003460,1000003460,196.0,1386,1,,3119.0,31082.16,PAID,GATEWAY,TX-0VV837AW7PDR
7000003461,1000003461,153.0,514,1,,2346.0,23522.4,PAID,CARD,TX-MMQ374853XC4
7000003462,1000003462,337.0,1252,2,3.0,2014.0,31744.35,PAID,CASH,TX-PG14PPWNQB9W
7000003463,1000003463,329.0,1427,1,,2992.0,78456.0,PAID,CARD,TX-9GZKPT8CE743
7000003464,1000003464,607.0,965,1,,48.0,27036.0,PAID,GATEWAY,TX-OM9K72IVJZ5Z
7000003465,1000003465,613.0,1139,1,,2006.0,33870.0,PAID,GATEWAY,TX-8Y0AGOUDDIXR
7000003466,1000003466,195.0,1197,2,3.0,1354.0,42108.0,PAID,CASH,TX-7OMP166WCBOD
7000003467,1000003467,381.0,1252,1,,1355.0,53535.0,PAID,CARD,TX-0QQ4F4QMU1UE
7000003468,1000003468,193.0,976,2,4.0,2885.0,58697.1,PAID,CASH,TX-IWOIE0VX7ZMG
7000003469,1000003469,,549,2,4.0,732.0,14941.08,FAILED,CARD,
7000003470,1000003470,264.0,1301,1,,855.0,25613.28,PAID,GATEWAY,TX-N6885BBA1805
7000003471,1000003471,214.0,331,1,,756.0,27336.0,PAID,CARD,TX-AROX53FJW0B6
7000003472,1000003472,118.0,219,1,,262.0,58372.5,PAID,GATEWAY,TX-70N9OMUOV0QG
7000003473,1000003473,120.0,422,2,1.0,580.0,53905.5,PAID,TRANSFER,TX-U3TZH5GOH2M9
7000003474,1000003474,270.0,181,1,,2257.0,33795.3,PAID,CARD,TX-SHUABGNQJX42
7000003475,1000003475,296.0,1073,1,,661.0,19168.5,PAID,GATEWAY,TX-6I2DBT1M4XKH
7000003476,1000003476,296.0,1362,1,,1711.0,35803.5,PAID,GATEWAY,TX-3SM0T47IBG4K
7000003477,1000003477,246.0,1436,2,3.0,1421.0,31944.0,PAID,TRANSFER,TX-KUBOA7SG0450
7000003478,1000003478,99.0,364,1,,1810.0,32236.5,PAID,CARD,TX-7IVBTXDMB1NE
7000003479,1000003479,24.0,343,1,,1921.0,40404.0,PAID,GATEWAY,TX-CFVZ2CNQH11B
7000003480,1000003480,70.0,1044,1,,2397.0,14701.5,PAID,CARD,TX-SS0K0FWLR6QY
7000003481,1000003481,136.0,805,2,4.0,977.0,71765.1,PAID,CASH,TX-MKVHIJU6UTIX
7000003482,1000003482,,1121,2,1.0,,66429.0,FAILED,CASH,
7000003483,1000003483,,1395,2,3.0,96.0,26136.0,FAILED,TRANSFER,
7000003484,1000003484,289.0,728,1,,523.0,39615.0,PAID,CARD,TX-4FRZVE54JR05
7000003485,1000003485,520.0,688,2,1.0,2617.0,26136.0,PAID,TRANSFER,TX-RUW3JDYBLWSZ
7000003486,1000003486,170.0,831,1,,,52627.5,PAID,GATEWAY,TX-SPAA1QY9T13N
7000003487,1000003487,594.0,744,1,,92.0,37709.25,PAID,CARD,TX-AGRNAQORGNLH
7000003488,1000003488,276.0,1371,2,2.0,901.0,73329.63,PAID,CASH,TX-9C71SYAM9O8K
7000003489,1000003489,66.0,167,1,,,15841.08,PAID,CARD,TX-QYPEI7J8J6A5
7000003490,1000003490,,111,1,,809.0,44169.6,PENDING,CARD,
7000003491,1000003491,335.0,580,1,,3193.0,15420.0,PAID,CARD,TX-MNZQNOEPRWG5
7000003492,1000003492,7.0,117,2,1.0,2788.0,11761.2,PAID,CARD,TX-7W1QMCD8SY1X
7000003493,1000003493,637.0,1264,1,,2491.0,49905.0,PAID,GATEWAY,TX-DNREYWS2U6HH
7000003494,1000003494,,233,1,,568.0,44460.0,FAILED,CARD,
7000003495,1000003495,132.0,671,1,,749.0,27544.2,PAID,GATEWAY,TX-JR964TABQ6S9
7000003496,1000003496,95.0,94,1,,226.0,57354.0,PAID,GATEWAY,TX-TSBYZ0JI6IPM
7000003497,1000003497,173.0,390,2,4.0,1123.0,32670.0,PAID,CARD,TX-65M1D98QFQDT
7000003498,1000003498,371.0,305,1,,1686.0,32962.5,PAID,GATEWAY,TX-X5BL0LB2TZTX
7000003499,1000003499,332.0,400,1,,2604.0,44469.6,PAID,CARD,TX-V44JZJ4KN2LW
7000003500,1000003500,75.0,396,1,,789.0,52927.5,PAID,GATEWAY,TX-EDW3T6U513OM
7000003501,1000003501,361.0,1168,1,,798.0,36292.5,PAID,GATEWAY,TX-83JAXVHZWV2M
7000003502,1000003502,408.0,655,2,3.0,315.0,82764.0,PAID,CASH,TX-S9J5QW77R0QJ
7000003503,1000003503,550.0,343,1,,1377.0,33533.7,PAID,CARD,TX-EXQZ24ME6ZPZ
7000003504,1000003504,,684,1,,583.0,27336.0,PENDING,GATEWAY,
7000003505,1000003505,170.0,1150,1,,531.0,45738.0,REFUNDED,CARD,TX-KKQEY5W0USG4
7000003506,1000003506,50.0,1028,2,3.0,993.0,32016.6,PAID,CARD,TX-ZP2MM93I9C6Y
7000003507,1000003507,131.0,585,2,1.0,2439.0,26136.0,PAID,CASH,TX-SQG1KTKPUOR2
7000003508,1000003508,512.0,1294,1,,2568.0,19050.0,PAID,GATEWAY,TX-KR94XYH3W080
7000003509,1000003509,288.0,455,2,4.0,,17151.75,PAID,CASH,TX-YA0HI02AI1RJ
7000003510,1000003510,629.0,1141,2,1.0,1552.0,46554.75,PAID,CASH,TX-8EXRT43ZBSYB
7000003511,1000003511,589.0,376,2,2.0,3175.0,16335.0,PAID,CARD,TX-Q3V2OVGJCEPI
7000003512,1000003512,139.0,1154,1,,1482.0,42465.84,PAID,CARD,TX-UGNDH4RY8NV0
7000003513,1000003513,291.0,1498,1,,1998.0,14268.0,REFUNDED,CARD,TX-Q5SYDN7MC3OD
7000003514,1000003514,,603,2,3.0,482.0,14520.0,FAILED,CASH,
7000003515,1000003515,62.0,1002,2,3.0,2287.0,97873.88,PAID,CASH,TX-L89SW2BF2NAN
7000003516,1000003516,245.0,924,1,,1833.0,27588.0,PAID,CARD,TX-YLRKYJGG8AF6
7000003517,1000003517,539.0,1309,2,1.0,167.0,17242.5,PAID,CASH,TX-FEP7G3CJVETO
7000003518,1000003518,522.0,1212,2,4.0,2473.0,16335.0,PAID,CARD,TX-DSC27EPTCWFY
7000003519,1000003519,556.0,974,2,2.0,2494.0,42688.8,PAID,TRANSFER,TX-ZSTT4FJPQP6I
7000003520,1000003520,130.0,1154,2,1.0,2784.0,55103.4,PAID,CARD,TX-BORAUAUAGBTZ
7000003521,1000003521,,105,1,,2681.0,39133.5,FAILED,CARD,
7000003522,1000003522,,335,1,,918.0,43588.8,FAILED,GATEWAY,
7000003523,1000003523,,421,2,1.0,,37243.8,FAILED,TRANSFER,
7000003524,1000003524,575.0,77,1,,1567.0,60686.62,PAID,CARD,TX-RBHK04H7O910
7000003525,1000003525,58.0,1399,2,1.0,80.0,18150.0,PAID,CARD,TX-VBGSGLLEGX46
7000003526,1000003526,,761,1,,575.0,29659.2,FAILED,CARD,
7000003527,1000003527,599.0,160,2,2.0,2173.0,24829.2,PAID,CARD,TX-C62P06GPDWTK
7000003528,1000003528,232.0,555,1,,3113.0,65259.9,PAID,GATEWAY,TX-Q2N6H4YFV0GZ
7000003529,1000003529,214.0,634,1,,851.0,44760.0,REFUNDED,GATEWAY,TX-7ZXO2M319UHE
7000003530,1000003530,67.0,1187,2,4.0,2061.0,19565.7,PAID,CASH,TX-PGNOL0UMQZLD
7000003531,1000003531,614.0,1329,1,,,15420.0,PAID,CARD,TX-6ALTZON6IR53
7000003532,1000003532,592.0,1231,1,,268.0,121677.6,PAID,CARD,TX-JRBGNMD3M2NZ
7000003533,1000003533,,571,2,1.0,3164.0,24829.2,FAILED,CASH,
7000003534,1000003534,420.0,1336,2,1.0,2225.0,59895.0,PAID,CARD,TX-XCY21CJ2CYE4
7000003535,1000003535,60.0,243,2,1.0,1979.0,38550.6,PAID,CARD,TX-M4DWC14GOCEY
7000003536,1000003536,,678,2,3.0,1439.0,17242.5,FAILED,CASH,
7000003537,1000003537,50.0,791,1,,2671.0,70732.12,PAID,CARD,TX-QNV165KX9K4R
7000003538,1000003538,493.0,580,1,,28.0,18987.0,PAID,CARD,TX-PO0YOGP799LR
7000003539,1000003539,343.0,121,2,3.0,195.0,51455.25,PAID,CASH,TX-TCABAX2QO3NQ
7000003540,1000003540,563.0,1130,2,4.0,1099.0,36300.0,PAID,CASH,TX-MJWG6QZ46RAN
7000003541,1000003541,148.0,1275,2,4.0,2027.0,80949.0,PAID,CARD,TX-SR4WB23ZFWK9
7000003542,1000003542,,1039,1,,412.0,46420.2,FAILED,GATEWAY,
7000003543,1000003543,287.0,171,2,3.0,2078.0,25613.28,PAID,CARD,TX-XVYGZA8IYL25
7000003544,1000003544,513.0,132,2,1.0,1208.0,53905.5,PAID,CARD,TX-60D6CEDR2K1E
7000003545,1000003545,384.0,889,2,3.0,1217.0,44394.9,PAID,CARD,TX-HA1XTI3NTIGW
7000003546,1000003546,49.0,640,1,,1964.0,38143.8,PAID,GATEWAY,TX-2967A2IID9FV
7000003547,1000003547,512.0,841,1,,2489.0,50205.0,PAID,CARD,TX-DJV90RPTEEXR
7000003548,1000003548,,1188,2,4.0,1600.0,27588.0,FAILED,CARD,
7000003549,1000003549,308.0,1319,1,,,27336.0,PAID,CARD,TX-FJJHYJYPNDNA
7000003550,1000003550,376.0,580,1,,917.0,18687.0,PAID,GATEWAY,TX-TVYL1KI7UKGU
7000003551,1000003551,291.0,589,1,,877.0,16446.0,PAID,GATEWAY,TX-CFPK1DS48NKY
7000003552,1000003552,,204,1,,,40404.0,FAILED,CARD,
7000003553,1000003553,101.0,867,1,,1536.0,47454.75,PAID,GATEWAY,TX-UR5MVGJ4YZA6
7000003554,1000003554,270.0,250,1,,101.0,17018.25,PAID,CARD,TX-RNV27JFJ25MD
7000003555,1000003555,489.0,1215,1,,504.0,17787.0,PAID,CARD,TX-ZER3MQQK4GT6
7000003556,1000003556,109.0,1363,2,4.0,1395.0,14374.8,PAID,TRANSFER,TX-N2DLQV2U6T8K
7000003557,1000003557,547.0,589,1,,505.0,68200.2,PAID,CARD,TX-R5W502WOYFZG
7000003558,1000003558,141.0,1462,1,,489.0,36183.6,PAID,CARD,TX-NP6OVYFAA7ZV
7000003559,1000003559,539.0,837,2,4.0,2398.0,49005.0,PAID,CASH,TX-BMBXAO6GQ1RN
7000003560,1000003560,346.0,1210,2,1.0,266.0,41382.0,PAID,CASH,TX-FFD8UYK4NB8X
7000003561,1000003561,332.0,370,2,3.0,1570.0,23522.4,PAID,TRANSFER,TX-GKCSQ3I8ZRIR
7000003562,1000003562,583.0,1474,2,4.0,1011.0,76171.92,PAID,CARD,TX-AGW8N4KO0VG1
7000003563,1000003563,329.0,294,2,1.0,2274.0,34303.5,PAID,TRANSFER,TX-PLKKD3I25TLO
7000003564,1000003564,502.0,1427,1,,1983.0,35385.0,PAID,CARD,TX-3RPRH1RVWU3L
7000003565,1000003565,165.0,119,1,,660.0,67656.75,PAID,CARD,TX-8QCS41TPCCDR
7000003566,1000003566,5.0,485,1,,,49005.0,PAID,CARD,TX-YYFWDD600GAP
7000003567,1000003567,31.0,583,2,4.0,1192.0,65456.16,PAID,CASH,TX-M9OIKA963IEZ
