nps_id,customer_sk,channel_sk,date_sk,score,comment
13000000548,253,2,19.0,9,Todo perfecto
13000000549,206,2,68.0,9,Atención muy buena
13000000550,899,1,619.0,8,Muy conforme con la calidad
13000000551,1254,1,554.0,3,Tardó un poco más de lo esperado
13000000552,1317,2,504.0,10,Podría mejorar el empaque
13000000553,466,1,324.0,8,
13000000554,191,1,324.0,9,Atención muy buena
13000000555,362,2,181.0,10,Muy conforme con la calidad
13000000556,263,1,129.0,7,
13000000557,1473,2,434.0,10,Entrega rápida y producto excelente
13000000558,1494,1,207.0,10,Muy conforme con la calidad
13000000559,359,1,566.0,3,Muy conforme con la calidad
13000000560,181,1,573.0,10,Todo perfecto
13000000561,682,1,458.0,10,Volvería a comprar
13000000562,1142,1,151.0,9,Entrega rápida y producto excelente
13000000563,475,1,139.0,8,Entrega rápida y producto excelente
13000000564,541,1,359.0,10,Atención muy buena
13000000565,1344,1,539.0,10,Todo perfecto
13000000566,561,2,208.0,10,Muy conforme con la calidad
13000000567,981,2,54.0,8,Podría mejorar el empaque
13000000568,311,1,112.0,7,Muy conforme con la calidad
13000000569,1007,2,501.0,7,Atención muy buena
13000000570,952,2,625.0,6,
13000000571,1464,1,143.0,8,Atención muy buena
13000000572,863,2,171.0,9,Todo perfecto
13000000573,724,2,405.0,6,Todo perfecto
13000000574,612,1,75.0,7,Atención muy buena
13000000575,382,1,65.0,5,Entrega rápida y producto excelente
13000000576,311,1,14.0,8,Todo perfecto
13000000577,1041,2,644.0,9,Podría mejorar el empaque
13000000578,816,1,629.0,7,Atención muy buena
13000000579,189,2,633.0,6,Volvería a comprar
13000000580,1133,2,226.0,0,Todo perfecto
13000000581,1095,1,272.0,7,Volvería a comprar
13000000582,468,2,606.0,1,Todo perfecto
13000000583,416,2,420.0,1,Muy conforme con la calidad
13000000584,707,1,505.0,10,Volvería a comprar
13000000585,1375,1,110.0,7,Atención muy buena
13000000586,689,2,533.0,7,Atención muy buena
13000000587,759,2,460.0,7,Atención muy buena
13000000588,152,2,477.0,7,Atención muy buena
13000000589,724,2,535.0,5,Tardó un poco más de lo esperado
13000000590,495,1,237.0,6,Muy conforme con la calidad
13000000591,1104,1,64.0,4,
13000000592,1158,1,236.0,0,
13000000593,932,1,536.0,9,Todo perfecto
13000000594,150,1,249.0,2,Volvería a comprar
13000000595,323,2,80.0,2,Podría mejorar el empaque
13000000596,536,1,84.0,5,Atención muy buena
13000000597,1245,1,539.0,10,Todo perfecto
13000000598,1284,1,581.0,6,Podría mejorar el empaque
13000000599,1168,1,465.0,3,Muy conforme con la calidad
13000000600,1346,1,13.0,10,Podría mejorar el empaque
13000000601,213,1,194.0,7,Muy conforme con la calidad
13000000602,311,2,191.0,7,Atención muy buena
13000000603,32,2,30.0,9,Entrega rápida y producto excelente
13000000604,606,1,43.0,7,Atención muy buena
13000000605,1309,2,284.0,9,Volvería a comprar
13000000606,833,1,82.0,7,Volvería a comprar
13000000607,1123,2,329.0,9,Entrega rápida y producto excelente
13000000608,878,2,578.0,8,Tardó un poco más de lo esperado
13000000609,1317,2,538.0,8,
13000000610,218,2,515.0,9,Entrega rápida y producto excelente
13000000611,1456,1,636.0,8,Volvería a comprar
13000000612,987,1,233.0,9,Muy conforme con la calidad
13000000613,75,2,11.0,10,Volvería a comprar
13000000614,649,2,487.0,1,Volvería a comprar
13000000615,1095,1,500.0,6,Atención muy buena
13000000616,1136,2,37.0,9,Tardó un poco más de lo esperado
13000000617,1046,1,162.0,7,Atención muy buena
13000000618,1339,2,243.0,8,Todo perfecto
13000000619,724,1,448.0,3,Volvería a comprar
13000000620,32,2,592.0,0,Muy conforme con la calidad
13000000621,728,1,174.0,8,Atención muy buena
13000000622,299,1,558.0,7,Atención muy buena
13000000623,299,1,378.0,5,Muy conforme con la calidad
13000000624,404,1,468.0,7,Podría mejorar el empaque
13000000625,138,2,477.0,10,Muy conforme con la calidad
13000000626,1270,1,466.0,9,Entrega rápida y producto excelente
13000000627,1116,1,135.0,7,Todo perfecto
13000000628,239,1,229.0,5,Entrega rápida y producto excelente
13000000629,849,2,188.0,10,Volvería a comprar
13000000630,1432,2,237.0,9,Volvería a comprar
13000000631,109,2,352.0,0,Entrega rápida y producto excelente
13000000632,117,2,13.0,9,Volvería a comprar
13000000633,1007,2,458.0,2,Podría mejorar el empaque
13000000634,473,2,326.0,9,Atención muy buena
13000000635,188,1,486.0,9,Todo perfecto
13000000636,960,1,431.0,9,Podría mejorar el empaque
13000000637,298,1,80.0,9,Todo perfecto
13000000638,1146,1,621.0,10,Tardó un poco más de lo esperado
13000000639,790,1,281.0,10,Muy conforme con la calidad
13000000640,114,1,130.0,10,Atención muy buena
13000000641,778,1,480.0,8,Muy conforme con la calidad
13000000642,1380,1,516.0,2,
13000000643,1265,2,641.0,8,
13000000644,171,1,441.0,7,Muy conforme con la calidad
13000000645,384,1,488.0,6,Podría mejorar el empaque
13000000646,917,1,463.0,9,Tardó un poco más de lo esperado
13000000647,1262,2,553.0,0,Tardó un poco más de lo esperado
13000000648,1174,1,262.0,6,Atención muy buena
13000000649,312,1,28.0,10,Todo perfecto
13000000650,1107,1,361.0,6,Podría mejorar el empaque
13000000651,786,1,207.0,8,Entrega rápida y producto excelente
13000000652,956,1,462.0,6,Muy conforme con la calidad
13000000653,227,2,447.0,7,Muy conforme con la calidad
13000000654,1339,1,148.0,9,Entrega rápida y producto excelente
13000000655,79,1,399.0,6,
13000000656,515,1,155.0,9,Volvería a comprar
13000000657,1098,1,449.0,8,
13000000658,254,1,266.0,6,Todo perfecto
13000000659,1459,1,503.0,1,Todo perfecto
13000000660,688,2,526.0,8,Muy conforme con la calidad
13000000661,1356,2,70.0,7,Atención muy buena
13000000662,1409,2,19.0,1,Podría mejorar el empaque
13000000663,512,1,309.0,9,Tardó un poco más de lo esperado
13000000664,284,1,465.0,7,Todo perfecto
13000000665,79,2,474.0,2,Muy conforme con la calidad
13000000666,1246,1,637.0,7,Volvería a comprar
13000000667,343,2,482.0,7,Entrega rápida y producto excelente
13000000668,387,1,455.0,7,
13000000669,682,2,45.0,8,Entrega rápida y producto excelente
13000000670,778,1,453.0,7,Tardó un poco más de lo esperado
13000000671,507,1,503.0,6,
13000000672,640,1,57.0,10,Volvería a comprar
13000000673,1249,1,471.0,7,Todo perfecto
13000000674,958,1,230.0,8,Volvería a comprar
13000000675,1259,1,67.0,7,Podría mejorar el empaque
13000000676,1441,1,89.0,10,Volvería a comprar
13000000677,379,2,560.0,9,Podría mejorar el empaque
13000000678,115,1,362.0,7,Atención muy buena
13000000679,1496,2,23.0,8,
13000000680,1435,1,70.0,7,Muy conforme con la calidad
13000000681,1271,1,148.0,3,Podría mejorar el empaque
13000000682,643,1,113.0,9,Volvería a comprar
13000000683,1006,2,379.0,6,Volvería a comprar
13000000684,672,1,173.0,10,Entrega rápida y producto excelente
13000000685,439,1,380.0,0,Todo perfecto
13000000686,928,1,66.0,1,Tardó un poco más de lo esperado
13000000687,705,1,89.0,6,Todo perfecto
13000000688,717,2,590.0,8,Podría mejorar el empaque
13000000689,622,2,27.0,7,Podría mejorar el empaque
13000000690,90,2,153.0,7,Tardó un poco más de lo esperado
13000000691,1101,2,465.0,10,
13000000692,1362,1,306.0,9,Tardó un poco más de lo esperado
13000000693,644,2,294.0,9,Volvería a comprar
13000000694,265,1,628.0,9,Muy conforme con la calidad
13000000695,506,1,464.0,8,
13000000696,737,1,470.0,0,
13000000697,1294,1,268.0,10,Podría mejorar el empaque
13000000698,204,1,494.0,8,Entrega rápida y producto excelente
13000000699,1246,1,288.0,10,Volvería a comprar
13000000700,314,1,214.0,1,Tardó un poco más de lo esperado
13000000701,614,2,597.0,10,Muy conforme con la calidad
13000000702,497,2,388.0,8,Volvería a comprar
13000000703,1267,2,174.0,8,Volvería a comprar
13000000704,768,1,117.0,8,Atención muy buena
13000000705,886,2,232.0,3,Muy conforme con la calidad
13000000706,1173,1,28.0,1,
13000000707,561,1,565.0,10,Volvería a comprar
13000000708,59,2,43.0,10,Todo perfecto
13000000709,951,2,488.0,6,Podría mejorar el empaque
13000000710,790,1,333.0,9,
13000000711,412,1,587.0,6,Atención muy buena
13000000712,1250,2,58.0,3,Tardó un poco más de lo esperado
13000000713,146,1,379.0,9,Tardó un poco más de lo esperado
13000000714,670,2,229.0,9,Todo perfecto
13000000715,595,1,63.0,9,Todo perfecto
13000000716,1027,1,315.0,9,Volvería a comprar
13000000717,1183,2,221.0,9,Tardó un poco más de lo esperado
13000000718,655,1,576.0,9,Todo perfecto
13000000719,287,1,101.0,9,Volvería a comprar
13000000720,489,2,573.0,10,Todo perfecto
13000000721,897,1,564.0,9,Entrega rápida y producto excelente
13000000722,1094,1,58.0,7,Podría mejorar el empaque
13000000723,713,2,355.0,7,Podría mejorar el empaque
13000000724,1222,2,294.0,6,Atención muy buena
13000000725,176,1,571.0,7,
13000000726,1373,2,352.0,9,Muy conforme con la calidad
13000000727,613,2,224.0,3,Tardó un poco más de lo esperado
13000000728,1082,2,37.0,9,Todo perfecto
13000000729,790,1,528.0,5,Tardó un poco más de lo esperado
13000000730,173,1,251.0,9,Atención muy buena
13000000731,800,1,612.0,5,Muy conforme con la calidad
13000000732,1014,2,421.0,0,Muy conforme con la calidad
13000000733,719,1,16.0,8,Entrega rápida y producto excelente
13000000734,1247,2,459.0,7,
13000000735,882,1,361.0,8,
13000000736,281,1,410.0,7,Tardó un poco más de lo esperado
13000000737,1014,2,299.0,6,Entrega rápida y producto excelente
13000000738,621,1,294.0,4,Tardó un poco más de lo esperado
13000000739,441,1,525.0,7,Muy conforme con la calidad
13000000740,1062,2,143.0,9,
13000000741,952,1,599.0,10,Tardó un poco más de lo esperado
13000000742,496,1,186.0,6,Entrega rápida y producto excelente
13000000743,338,1,164.0,5,Muy conforme con la calidad
13000000744,192,1,143.0,7,Volvería a comprar
13000000745,292,1,113.0,10,
13000000746,483,2,507.0,10,
13000000747,1356,1,492.0,3,Tardó un poco más de lo esperado
13000000748,1234,2,613.0,8,
13000000749,359,1,628.0,9,Entrega rápida y producto excelente
13000000750,671,1,69.0,8,Volvería a comprar
13000000751,595,2,125.0,9,
13000000752,1405,2,516.0,7,Entrega rápida y producto excelente
13000000753,1230,1,384.0,5,
13000000754,173,1,644.0,7,Todo perfecto
13000000755,130,2,418.0,0,Muy conforme con la calidad
13000000756,1134,1,253.0,9,
13000000757,132,1,511.0,8,Muy conforme con la calidad
13000000758,74,2,162.0,0,Todo perfecto
13000000759,147,2,108.0,5,Todo perfecto
13000000760,791,1,464.0,10,
13000000761,849,1,210.0,10,
13000000762,84,1,65.0,8,Tardó un poco más de lo esperado
13000000763,1313,2,626.0,7,Entrega rápida y producto excelente
13000000764,930,2,582.0,9,Atención muy buena
13000000765,160,2,190.0,3,Entrega rápida y producto excelente
13000000766,1128,2,627.0,10,
13000000767,1029,1,469.0,8,Todo perfecto
13000000768,185,1,222.0,10,Todo perfecto
13000000769,1144,2,161.0,8,Podría mejorar el empaque
13000000770,930,1,228.0,6,Atención muy buena
13000000771,774,1,617.0,10,Tardó un poco más de lo esperado
13000000772,688,2,235.0,1,Podría mejorar el empaque
13000000773,433,1,100.0,9,Tardó un poco más de lo esperado
13000000774,249,1,446.0,9,Entrega rápida y producto excelente
13000000775,279,2,428.0,0,Muy conforme con la calidad
13000000776,1452,1,250.0,9,
13000000777,1223,2,17.0,8,Todo perfecto
13000000778,1385,1,279.0,10,Entrega rápida y producto excelente
13000000779,722,1,586.0,9,Atención muy buena
13000000780,1085,2,151.0,6,Muy conforme con la calidad
13000000781,378,1,594.0,3,Volvería a comprar
13000000782,54,1,337.0,3,Podría mejorar el empaque
13000000783,727,2,173.0,6,Podría mejorar el empaque
13000000784,1398,1,512.0,9,Todo perfecto
13000000785,1406,1,625.0,4,Podría mejorar el empaque
13000000786,591,1,482.0,10,Todo perfecto
13000000787,10,2,93.0,9,Tardó un poco más de lo esperado
13000000788,877,1,252.0,2,
13000000789,522,2,333.0,8,Muy conforme con la calidad
13000000790,203,2,239.0,7,Entrega rápida y producto excelente
13000000791,1049,2,301.0,10,Entrega rápida y producto excelente
13000000792,855,2,637.0,8,Volvería a comprar
13000000793,584,1,22.0,7,Entrega rápida y producto excelente
13000000794,1387,2,236.0,5,
13000000795,571,1,341.0,10,Todo perfecto
13000000796,791,2,526.0,6,Muy conforme con la calidad
13000000797,106,2,357.0,7,Tardó un poco más de lo esperado
13000000798,1114,2,120.0,10,
13000000799,397,1,364.0,5,Volvería a comprar
13000000800,46,2,505.0,9,Volvería a comprar
13000000801,1260,2,363.0,8,Muy conforme con la calidad
13000000802,1473,2,312.0,6,Podría mejorar el empaque
13000000803,582,1,481.0,10,
13000000804,323,1,86.0,8,Atención muy buena
13000000805,203,1,129.0,7,Tardó un poco más de lo esperado
13000000806,1180,1,499.0,8,Tardó un poco más de lo esperado
13000000807,358,2,385.0,6,Entrega rápida y producto excelente
13000000808,922,1,501.0,8,Volvería a comprar
13000000809,645,2,422.0,4,Entrega rápida y producto excelente
13000000810,582,1,409.0,7,Atención muy buena
13000000811,783,2,629.0,2,Podría mejorar el empaque
13000000812,852,1,23.0,0,Atención muy buena
13000000813,513,1,587.0,2,Entrega rápida y producto excelente
13000000814,169,1,74.0,8,Entrega rápida y producto excelente
13000000815,1209,1,122.0,10,
13000000816,147,1,639.0,9,Muy conforme con la calidad
13000000817,185,1,404.0,6,Podría mejorar el empaque
13000000818,739,2,301.0,10,Volvería a comprar
13000000819,1470,2,388.0,7,Atención muy buena
13000000820,198,1,410.0,8,Muy conforme con la calidad
13000000821,884,1,72.0,8,Todo perfecto
13000000822,457,1,324.0,10,Podría mejorar el empaque
13000000823,1184,1,361.0,10,Podría mejorar el empaque
13000000824,221,2,513.0,7,Entrega rápida y producto excelente
13000000825,117,2,242.0,10,Volvería a comprar
13000000826,703,2,199.0,6,Todo perfecto
13000000827,58,1,643.0,10,Podría mejorar el empaque
13000000828,840,1,492.0,8,Volvería a comprar
13000000829,634,2,402.0,8,Volvería a comprar
13000000830,914,2,314.0,9,Atención muy buena
13000000831,1281,1,491.0,8,Atención muy buena
13000000832,852,2,18.0,5,Atención muy buena
13000000833,1336,2,81.0,7,Tardó un poco más de lo esperado
13000000834,1264,1,,1,Volvería a comprar
13000000835,140,1,398.0,1,
13000000836,162,1,164.0,9,Podría mejorar el empaque
13000000837,460,1,123.0,8,Volvería a comprar
13000000838,1392,1,313.0,5,Podría mejorar el empaque
13000000839,4,2,314.0,9,Entrega rápida y producto excelente
13000000840,1372,2,335.0,8,
13000000841,921,2,573.0,7,Atención muy buena
13000000842,880,1,276.0,8,Todo perfecto
13000000843,603,2,152.0,10,Todo perfecto
13000000844,389,1,416.0,5,Muy conforme con la calidad
13000000845,769,2,40.0,8,Podría mejorar el empaque
13000000846,1480,2,236.0,9,Podría mejorar el empaque
13000000847,1352,1,537.0,1,Todo perfecto
13000000848,1081,1,152.0,6,Todo perfecto
13000000849,1318,2,589.0,10,Volvería a comprar
13000000850,1129,2,12.0,8,Muy conforme con la calidad
13000000851,495,1,577.0,7,Muy conforme con la calidad
13000000852,586,1,85.0,10,Entrega rápida y producto excelente
13000000853,554,1,116.0,7,Entrega rápida y producto excelente
13000000854,440,1,631.0,1,Muy conforme con la calidad
13000000855,212,1,366.0,8,Entrega rápida y producto excelente
13000000856,538,1,504.0,8,Muy conforme con la calidad
13000000857,588,2,577.0,0,Atención muy buena
13000000858,1135,1,583.0,7,Atención muy buena
13000000859,452,1,176.0,7,Podría mejorar el empaque
13000000860,26,1,416.0,5,Entrega rápida y producto excelente
13000000861,33,2,251.0,10,Muy conforme con la calidad
13000000862,229,1,499.0,9,Entrega rápida y producto excelente
13000000863,1155,1,67.0,10,Volvería a comprar
13000000864,843,1,611.0,6,Muy conforme con la calidad
13000000865,570,2,134.0,8,Tardó un poco más de lo esperado
13000000866,1208,1,514.0,8,Tardó un poco más de lo esperado
13000000867,275,1,495.0,7,Entrega rápida y producto excelente
13000000868,529,1,469.0,6,Tardó un poco más de lo esperado
13000000869,599,2,448.0,10,Atención muy buena
13000000870,333,1,385.0,5,Todo perfecto
13000000871,6,1,113.0,9,Muy conforme con la calidad
13000000872,549,1,497.0,9,Atención muy buena
13000000873,1427,2,451.0,6,Muy conforme con la calidad
13000000874,1237,1,283.0,7,Entrega rápida y producto excelente
13000000875,432,2,423.0,8,Volvería a comprar
13000000876,657,1,488.0,7,Tardó un poco más de lo esperado
13000000877,730,1,478.0,9,Todo perfecto
13000000878,824,2,286.0,7,Tardó un poco más de lo esperado
13000000879,1001,1,427.0,9,
13000000880,188,1,496.0,8,Atención muy buena
13000000881,965,1,558.0,6,
13000000882,717,1,638.0,9,Tardó un poco más de lo esperado
13000000883,1085,2,66.0,9,Tardó un poco más de lo esperado
13000000884,765,1,283.0,9,Tardó un poco más de lo esperado
13000000885,484,2,545.0,2,Volvería a comprar
13000000886,931,1,641.0,6,Atención muy buena
13000000887,417,1,614.0,10,Tardó un poco más de lo esperado
13000000888,801,2,290.0,10,Tardó un poco más de lo esperado
13000000889,501,1,173.0,4,Atención muy buena
13000000890,1358,2,91.0,9,Volvería a comprar
13000000891,1325,2,600.0,6,Entrega rápida y producto excelente
13000000892,960,1,361.0,10,Muy conforme con la calidad
13000000893,637,1,203.0,6,Volvería a comprar
13000000894,956,2,90.0,2,Muy conforme con la calidad
13000000895,533,2,460.0,7,Podría mejorar el empaque
13000000896,1495,1,549.0,6,Volvería a comprar
13000000897,1025,2,500.0,8,Podría mejorar el empaque
13000000898,1176,1,254.0,10,Podría mejorar el empaque
13000000899,803,2,88.0,8,Atención muy buena
13000000900,725,1,160.0,6,Entrega rápida y producto excelente
13000000901,938,1,547.0,9,Entrega rápida y producto excelente
13000000902,1031,1,255.0,8,Podría mejorar el empaque
13000000903,696,1,311.0,1,Atención muy buena
13000000904,237,1,583.0,3,
13000000905,1053,1,411.0,10,Entrega rápida y producto excelente
13000000906,308,1,461.0,6,Volvería a comprar
13000000907,672,1,627.0,8,Tardó un poco más de lo esperado
13000000908,1147,2,569.0,8,Entrega rápida y producto excelente
13000000909,1238,2,529.0,7,Todo perfecto
13000000910,460,2,467.0,8,Podría mejorar el empaque
13000000911,906,2,49.0,10,Podría mejorar el empaque
13000000912,825,1,19.0,8,Tardó un poco más de lo esperado
13000000913,1095,2,495.0,8,
13000000914,435,2,416.0,10,Todo perfecto
13000000915,585,2,419.0,8,
13000000916,281,2,248.0,9,Tardó un poco más de lo esperado
13000000917,82,2,599.0,6,
13000000918,329,1,124.0,10,Muy conforme con la calidad
13000000919,415,1,354.0,7,
13000000920,1135,1,66.0,4,
13000000921,1021,1,127.0,4,Volvería a comprar
13000000922,160,1,,4,
13000000923,434,1,384.0,7,Tardó un poco más de lo esperado
13000000924,357,2,327.0,4,Muy conforme con la calidad
13000000925,1285,1,468.0,7,Todo perfecto
13000000926,229,1,414.0,7,Muy conforme con la calidad
13000000927,420,1,160.0,9,
13000000928,2,2,355.0,8,Tardó un poco más de lo esperado
13000000929,47,1,216.0,10,Todo perfecto
13000000930,1163,1,487.0,6,Tardó un poco más de lo esperado
13000000931,1423,1,578.0,9,Entrega rápida y producto excelente
13000000932,615,1,226.0,4,Todo perfecto
13000000933,1149,1,,7,Muy conforme con la calidad
13000000934,628,1,272.0,8,Muy conforme con la calidad
13000000935,1247,1,375.0,5,Volvería a comprar
13000000936,458,1,537.0,9,Tardó un poco más de lo esperado
13000000937,95,2,522.0,10,Entrega rápida y producto excelente
13000000938,1002,1,58.0,7,Atención muy buena
13000000939,488,2,420.0,1,Podría mejorar el empaque
13000000940,851,2,583.0,4,Volvería a comprar
13000000941,509,2,426.0,7,Entrega rápida y producto excelente
13000000942,888,1,444.0,10,Muy conforme con la calidad
13000000943,1268,2,171.0,9,Atención muy buena
13000000944,507,2,228.0,9,Muy conforme con la calidad
13000000945,387,2,522.0,10,Tardó un poco más de lo esperado
13000000946,670,1,319.0,2,Tardó un poco más de lo esperado
13000000947,186,1,573.0,9,
13000000948,1235,1,211.0,9,Podría mejorar el empaque
13000000949,418,1,221.0,10,Muy conforme con la calidad
13000000950,196,1,204.0,6,Volvería a comprar
13000000951,304,1,82.0,10,
13000000952,1434,2,365.0,9,
13000000953,453,2,508.0,10,Volvería a comprar
13000000954,1040,2,236.0,4,Tardó un poco más de lo esperado
13000000955,107,1,502.0,10,Atención muy buena
13000000956,887,2,444.0,8,Muy conforme con la calidad
13000000957,837,1,482.0,10,
13000000958,1327,1,499.0,9,Todo perfecto
13000000959,836,1,108.0,9,Podría mejorar el empaque
13000000960,1413,1,511.0,8,Podría mejorar el empaque
13000000961,621,2,64.0,9,Atención muy buena
13000000962,947,1,244.0,6,
13000000963,1015,1,30.0,8,Entrega rápida y producto excelente
13000000964,458,2,542.0,9,Muy conforme con la calidad
13000000965,1462,1,596.0,9,
13000000966,289,2,283.0,3,Todo perfecto
13000000967,1318,2,64.0,0,Podría mejorar el empaque
13000000968,720,2,51.0,6,Todo perfecto
13000000969,350,2,299.0,7,Entrega rápida y producto excelente
13000000970,1276,1,49.0,8,Volvería a comprar
13000000971,1141,2,414.0,10,
13000000972,640,2,471.0,10,
13000000973,8,2,616.0,8,Todo perfecto
13000000974,666,2,392.0,8,
13000000975,1451,1,300.0,10,Podría mejorar el empaque
13000000976,384,1,473.0,6,Muy conforme con la calidad
13000000977,1130,1,287.0,10,Atención muy buena
13000000978,547,1,104.0,8,Entrega rápida y producto excelente
13000000979,1228,1,512.0,10,Tardó un poco más de lo esperado
13000000980,1209,1,618.0,9,Todo perfecto
13000000981,1489,1,481.0,9,Entrega rápida y producto excelente
13000000982,4,1,436.0,10,Todo perfecto
13000000983,760,1,226.0,9,Atención muy buena
13000000984,286,1,158.0,9,Entrega rápida y producto excelente
13000000985,951,1,417.0,10,Atención muy buena
13000000986,487,2,585.0,10,Atención muy buena
13000000987,1218,2,41.0,2,Atención muy buena
13000000988,522,1,561.0,5,Entrega rápida y producto excelente
13000000989,468,1,428.0,8,Podría mejorar el empaque
13000000990,703,2,153.0,10,Entrega rápida y producto excelente
13000000991,1000,1,361.0,9,Atención muy buena
13000000992,137,2,474.0,10,
13000000993,168,2,304.0,9,
13000000994,452,2,328.0,10,
13000000995,1210,2,383.0,2,Tardó un poco más de lo esperado
13000000996,599,2,570.0,10,Podría mejorar el empaque
13000000997,734,1,533.0,10,Tardó un poco más de lo esperado
13000000998,27,2,613.0,9,Atención muy buena
13000000999,1186,1,149.0,10,Tardó un poco más de lo esperado
13000001000,1227,2,538.0,5,Entrega rápida y producto excelente
13000001001,1338,2,204.0,9,Muy conforme con la calidad
13000001002,1275,2,546.0,7,Entrega rápida y producto excelente
13000001003,934,1,444.0,6,Todo perfecto
13000001004,883,2,188.0,10,Tardó un poco más de lo esperado
13000001005,624,1,320.0,8,
13000001006,1272,1,588.0,7,Podría mejorar el empaque
13000001007,746,2,371.0,10,
13000001008,858,1,132.0,8,Tardó un poco más de lo esperado
13000001009,393,1,537.0,10,Volvería a comprar
13000001010,990,1,189.0,10,Entrega rápida y producto excelente
13000001011,769,1,316.0,7,Volvería a comprar
13000001012,496,1,271.0,2,Muy conforme con la calidad
13000001013,401,1,54.0,7,Tardó un poco más de lo esperado
13000001014,1042,1,130.0,10,Todo perfecto
13000001015,1101,2,259.0,6,
13000001016,15,1,303.0,9,
13000001017,748,1,129.0,7,Podría mejorar el empaque
13000001018,825,1,,10,Atención muy buena
13000001019,957,2,517.0,7,Entrega rápida y producto excelente
13000001020,528,1,387.0,3,Tardó un poco más de lo esperado
13000001021,1422,1,381.0,1,Volvería a comprar
13000001022,71,1,,5,Entrega rápida y producto excelente
13000001023,1375,2,221.0,5,Tardó un poco más de lo esperado
13000001024,504,2,356.0,9,Entrega rápida y producto excelente
13000001025,1257,2,111.0,8,Podría mejorar el empaque
13000001026,1165,2,233.0,2,Muy conforme con la calidad
13000001027,39,1,466.0,8,Tardó un poco más de lo esperado
13000001028,102,2,358.0,3,Muy conforme con la calidad
13000001029,863,1,626.0,7,
13000001030,494,1,133.0,3,Entrega rápida y producto excelente
13000001031,1132,1,474.0,5,Muy conforme con la calidad
13000001032,723,1,134.0,9,Volvería a comprar
13000001033,280,2,33.0,9,Podría mejorar el empaque
13000001034,765,1,534.0,8,Todo perfecto
13000001035,778,1,155.0,1,Todo perfecto
13000001036,428,1,178.0,8,Podría mejorar el empaque
13000001037,559,2,35.0,7,Podría mejorar el empaque
13000001038,1318,2,86.0,10,Podría mejorar el empaque
13000001039,1451,1,412.0,6,Atención muy buena
13000001040,994,1,55.0,4,Todo perfecto
13000001041,311,1,117.0,5,Atención muy buena
13000001042,282,1,590.0,8,Atención muy buena
13000001043,94,2,280.0,9,Todo perfecto
13000001044,1359,1,85.0,9,Muy conforme con la calidad
13000001045,1400,2,354.0,8,
13000001046,244,2,55.0,7,Todo perfecto
13000001047,295,1,,8,Muy conforme con la calidad
13000001048,731,1,316.0,1,
13000001049,1191,2,475.0,7,Tardó un poco más de lo esperado
13000001050,1104,1,434.0,8,Atención muy buena
13000001051,489,2,558.0,7,Volvería a comprar
13000001052,1096,2,605.0,7,Muy conforme con la calidad
13000001053,1253,1,440.0,1,Volvería a comprar
13000001054,987,1,239.0,8,
13000001055,43,1,76.0,8,Todo perfecto
13000001056,268,1,565.0,9,Podría mejorar el empaque
13000001057,1045,1,241.0,9,Tardó un poco más de lo esperado
13000001058,1410,1,228.0,4,
13000001059,859,1,321.0,10,Atención muy buena
13000001060,353,1,189.0,7,Entrega rápida y producto excelente
13000001061,350,2,306.0,10,Volvería a comprar
13000001062,663,2,55.0,3,
13000001063,601,1,61.0,7,Muy conforme con la calidad
13000001064,468,1,305.0,6,Volvería a comprar
13000001065,975,2,595.0,10,Tardó un poco más de lo esperado
13000001066,1041,2,532.0,10,Muy conforme con la calidad
13000001067,439,2,564.0,6,Atención muy buena
13000001068,1120,1,495.0,8,Volvería a comprar
13000001069,948,1,363.0,9,
13000001070,1090,2,620.0,7,Muy conforme con la calidad
13000001071,771,1,597.0,0,Muy conforme con la calidad
13000001072,1337,2,359.0,7,Muy conforme con la calidad
13000001073,1269,2,296.0,5,Podría mejorar el empaque
13000001074,1052,1,560.0,10,Entrega rápida y producto excelente
13000001075,628,1,487.0,5,Podría mejorar el empaque
13000001076,589,2,480.0,8,Podría mejorar el empaque
13000001077,326,1,556.0,0,
13000001078,1463,1,419.0,9,Volvería a comprar
13000001079,1131,2,554.0,3,Todo perfecto
13000001080,688,1,294.0,10,Todo perfecto
13000001081,1135,1,417.0,6,Todo perfecto
13000001082,516,2,429.0,8,Entrega rápida y producto excelente
13000001083,1019,2,602.0,4,Atención muy buena
13000001084,1009,1,520.0,4,
13000001085,1015,2,503.0,9,Todo perfecto
13000001086,234,1,522.0,9,
13000001087,699,1,211.0,3,Muy conforme con la calidad
13000001088,807,2,135.0,2,Entrega rápida y producto excelente
13000001089,945,2,196.0,9,Podría mejorar el empaque
13000001090,264,1,470.0,7,Atención muy buena
13000001091,405,2,333.0,7,Tardó un poco más de lo esperado
13000001092,549,1,517.0,7,
13000001093,365,1,196.0,4,Atención muy buena
13000001094,1208,1,562.0,5,Podría mejorar el empaque
13000001095,1005,1,363.0,9,Entrega rápida y producto excelente
13000001096,1437,1,191.0,5,Todo perfecto
13000001097,396,1,267.0,9,Todo perfecto
13000001098,711,1,369.0,2,Entrega rápida y producto excelente
13000001099,497,1,539.0,9,Atención muy buena
13000001100,37,1,20.0,10,Muy conforme con la calidad
13000001101,380,1,241.0,8,Entrega rápida y producto excelente
13000001102,535,2,606.0,5,Muy conforme con la calidad
13000001103,651,2,175.0,8,Volvería a comprar
13000001104,1085,1,297.0,9,Entrega rápida y producto excelente
