order_sk,order_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,bill_addr_sk,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
3405,472,437,2,4,4,,FULFILLED,ARS,83250.0,17482.5,0.0,100732.5
3406,6,241,2,4,4,953,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
3407,573,1246,1,,1040,1524,FULFILLED,ARS,55272.0,11607.12,1200.0,68079.12
3408,391,1076,1,,2832,541,PAID,ARS,23520.0,4939.2,900.0,29359.2
3409,335,1217,2,4,4,915,FULFILLED,ARS,31350.0,6583.5,0.0,37933.5
3410,31,884,1,,2859,834,FULFILLED,ARS,30780.0,6463.8,1500.0,38743.8
3411,189,1370,2,2,2,1193,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
3412,98,1376,1,,2181,2786,FULFILLED,ARS,33000.0,6930.0,900.0,40830.0
3413,35,249,1,,380,2546,FULFILLED,ARS,14700.0,3087.0,1500.0,19287.0
3414,152,917,1,,492,1932,FULFILLED,ARS,11760.0,2469.6,1200.0,15429.6
3415,330,168,2,4,4,303,CANCELLED,ARS,42525.0,8930.25,0.0,51455.25
3416,266,566,1,,863,3038,PAID,ARS,26400.0,5544.0,900.0,32844.0
3417,625,43,2,1,1,3063,CANCELLED,ARS,32400.0,6804.0,0.0,39204.0
3418,113,813,1,,1341,2739,CANCELLED,ARS,30000.0,6300.0,0.0,36300.0
3419,73,323,1,,719,829,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
3420,357,26,1,,1196,1739,FULFILLED,ARS,35880.0,7534.8,0.0,43414.8
3421,7,396,2,2,2,1376,PAID,ARS,34200.0,7182.0,0.0,41382.0
3422,597,487,2,3,3,1306,FULFILLED,ARS,48510.0,10187.1,0.0,58697.1
3423,57,551,2,4,4,1739,FULFILLED,ARS,62760.0,13179.6,0.0,75939.6
3424,478,1101,1,,559,907,REFUNDED,ARS,29400.0,6174.0,0.0,35574.0
3425,468,790,2,2,2,787,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
3426,425,242,1,,930,2723,CANCELLED,ARS,23520.0,4939.2,1200.0,29659.2
3427,92,1399,2,3,3,1660,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
3428,410,1389,1,,1196,2940,PAID,ARS,10800.0,2268.0,1200.0,14268.0
3429,241,1290,2,4,4,,PAID,ARS,25830.0,5424.3,0.0,31254.3
3430,634,221,2,4,4,1414,CANCELLED,ARS,98460.0,20676.6,0.0,119136.6
3431,110,1161,2,1,1,2164,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05
3432,312,570,1,,2930,2938,PAID,ARS,28500.0,5985.0,1200.0,35685.0
3433,410,847,1,,2892,,FULFILLED,ARS,53925.0,11324.25,900.0,66149.25
3434,331,372,2,2,2,1531,CANCELLED,ARS,69000.0,14490.0,0.0,83490.0
3435,145,390,1,,2560,978,PAID,ARS,25872.0,5433.12,900.0,32205.12
3436,15,434,2,2,2,2639,FULFILLED,ARS,65850.0,13828.5,0.0,79678.5
3437,140,1342,1,,2804,614,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
3438,634,71,1,,260,482,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
3439,473,868,2,4,4,207,FULFILLED,ARS,24696.0,5186.16,0.0,29882.16
3440,239,1176,1,,1798,1227,FULFILLED,ARS,66960.0,14061.6,1200.0,82221.6
3441,557,1423,1,,714,256,FULFILLED,ARS,65268.0,13706.28,1500.0,80474.28
3442,279,668,2,2,2,2351,FULFILLED,ARS,49500.0,10395.0,0.0,59895.0
3443,564,655,1,,476,2954,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
3444,500,292,1,,2105,1178,FULFILLED,ARS,37800.0,7938.0,1500.0,47238.0
3445,493,712,2,4,4,1457,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
3446,80,1421,1,,2294,86,FULFILLED,ARS,59100.0,12411.0,1200.0,72711.0
3447,218,1290,1,,60,,CANCELLED,ARS,23520.0,4939.2,900.0,29359.2
3448,13,576,2,4,4,729,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
3449,437,612,2,1,1,1337,FULFILLED,ARS,27585.0,5792.85,0.0,33377.85
3450,439,227,2,4,4,2682,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
3451,23,590,1,,1297,,CANCELLED,ARS,49230.0,10338.3,900.0,60468.3
3452,54,1498,1,,2244,734,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0
3453,587,184,1,,2888,199,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
3454,223,88,1,,2140,3059,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
3455,440,1321,1,,890,582,FULFILLED,ARS,63180.0,13267.8,1500.0,77947.8
3456,524,528,1,,128,1776,FULFILLED,ARS,31350.0,6583.5,1500.0,39433.5
3457,587,1259,1,,222,2063,FULFILLED,ARS,10584.0,2222.64,900.0,13706.64
3458,493,817,2,2,2,73,FULFILLED,ARS,73122.0,15355.62,0.0,88477.62
3459,633,85,2,4,4,50,FULFILLED,ARS,89070.0,18704.7,0.0,107774.7
3460,267,771,2,3,3,1077,CANCELLED,ARS,30000.0,6300.0,0.0,36300.0
3461,195,1386,1,,3172,3119,FULFILLED,ARS,24696.0,5186.16,1200.0,31082.16
3462,153,514,1,,118,2346,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4
3463,337,1252,2,3,3,2014,FULFILLED,ARS,26235.0,5509.35,0.0,31744.35
3464,327,1427,1,,2518,2992,FULFILLED,ARS,63600.0,13356.0,1500.0,78456.0
3465,606,965,1,,657,48,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
3466,611,1139,1,,570,2006,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0
3467,193,1197,2,3,3,1354,FULFILLED,ARS,34800.0,7308.0,0.0,42108.0
3468,380,1252,1,,1358,1355,PAID,ARS,43500.0,9135.0,900.0,53535.0
3469,192,976,2,4,4,2885,PAID,ARS,48510.0,10187.1,0.0,58697.1
3470,436,549,2,4,4,732,CANCELLED,ARS,12348.0,2593.08,0.0,14941.08
3471,262,1301,1,,3019,855,PAID,ARS,21168.0,4445.28,0.0,25613.28
3472,214,331,1,,1237,756,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
3473,116,219,1,,509,262,FULFILLED,ARS,47250.0,9922.5,1200.0,58372.5
3474,119,422,2,1,1,580,FULFILLED,ARS,44550.0,9355.5,0.0,53905.5
3475,270,181,1,,989,2257,FULFILLED,ARS,27930.0,5865.3,0.0,33795.3
3476,295,1073,1,,1380,661,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5
3477,293,1362,1,,2029,1711,FULFILLED,ARS,28350.0,5953.5,1500.0,35803.5
3478,244,1436,2,3,3,1421,FULFILLED,ARS,26400.0,5544.0,0.0,31944.0
3479,96,364,1,,162,1810,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
3480,22,343,1,,184,1921,PAID,ARS,32400.0,6804.0,1200.0,40404.0
3481,68,1044,1,,141,2397,FULFILLED,ARS,12150.0,2551.5,0.0,14701.5
3482,135,805,2,4,4,977,FULFILLED,ARS,59310.0,12455.1,0.0,71765.1
3483,366,1121,2,1,1,,CANCELLED,ARS,54900.0,11529.0,0.0,66429.0
3484,409,1395,2,3,3,96,CANCELLED,ARS,21600.0,4536.0,0.0,26136.0
3485,286,728,1,,3022,523,FULFILLED,ARS,31500.0,6615.0,1500.0,39615.0
3486,518,688,2,1,1,2617,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
3487,169,831,1,,1252,,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
3488,591,744,1,,436,92,PAID,ARS,29925.0,6284.25,1500.0,37709.25
3489,274,1371,2,2,2,901,PAID,ARS,60603.0,12726.63,0.0,73329.63
3490,64,167,1,,3085,,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
3491,138,111,1,,608,809,CREATED,ARS,35760.0,7509.6,900.0,44169.6
3492,334,580,1,,2016,3193,PAID,ARS,12000.0,2520.0,900.0,15420.0
3493,5,117,2,1,1,2788,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2
3494,637,1264,1,,2120,2491,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
3495,512,233,1,,2733,568,CANCELLED,ARS,36000.0,7560.0,900.0,44460.0
3496,129,671,1,,1942,749,FULFILLED,ARS,22020.0,4624.2,900.0,27544.2
3497,94,94,1,,648,226,FULFILLED,ARS,47400.0,9954.0,0.0,57354.0
3498,172,390,2,4,4,1123,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
3499,368,305,1,,63,1686,FULFILLED,ARS,26250.0,5512.5,1200.0,32962.5
3500,329,400,1,,968,2604,FULFILLED,ARS,35760.0,7509.6,1200.0,44469.6
3501,72,396,1,,996,789,FULFILLED,ARS,42750.0,8977.5,1200.0,52927.5
3502,360,1168,1,,1629,798,FULFILLED,ARS,29250.0,6142.5,900.0,36292.5
3503,408,655,2,3,3,315,FULFILLED,ARS,68400.0,14364.0,0.0,82764.0
3504,549,343,1,,2693,1377,FULFILLED,ARS,26970.0,5663.7,900.0,33533.7
3505,446,684,1,,1406,583,CREATED,ARS,21600.0,4536.0,1200.0,27336.0
3506,168,1150,1,,2547,531,REFUNDED,ARS,37800.0,7938.0,0.0,45738.0
3507,48,1028,2,3,3,993,FULFILLED,ARS,26460.0,5556.6,0.0,32016.6
3508,129,585,2,1,1,2439,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
3509,510,1294,1,,1558,2568,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
3510,285,455,2,4,4,,FULFILLED,ARS,14175.0,2976.75,0.0,17151.75
3511,628,1141,2,1,1,1552,FULFILLED,ARS,38475.0,8079.75,0.0,46554.75
3512,588,376,2,2,2,3175,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
3513,139,1154,1,,3000,1482,FULFILLED,ARS,34104.0,7161.84,1200.0,42465.84
3514,289,1498,1,,2277,1998,REFUNDED,ARS,10800.0,2268.0,1200.0,14268.0
3515,633,603,2,3,3,482,CANCELLED,ARS,12000.0,2520.0,0.0,14520.0
3516,61,1002,2,3,3,2287,FULFILLED,ARS,80887.5,16986.38,0.0,97873.88
3517,243,924,1,,2238,1833,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
3518,536,1309,2,1,1,167,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
3519,519,1212,2,4,4,2473,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
3520,553,974,2,2,2,2494,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
3521,128,1154,2,1,1,2784,FULFILLED,ARS,45540.0,9563.4,0.0,55103.4
3522,611,105,1,,2219,2681,CANCELLED,ARS,31350.0,6583.5,1200.0,39133.5
3523,305,335,1,,2934,918,CANCELLED,ARS,35280.0,7408.8,900.0,43588.8
3524,49,421,2,1,1,,CANCELLED,ARS,30780.0,6463.8,0.0,37243.8
3525,573,77,1,,2091,1567,FULFILLED,ARS,49162.5,10324.12,1200.0,60686.62
3526,55,1399,2,1,1,80,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
3527,115,761,1,,2440,575,CANCELLED,ARS,23520.0,4939.2,1200.0,29659.2
3528,597,160,2,2,2,2173,FULFILLED,ARS,20520.0,4309.2,0.0,24829.2
3529,231,555,1,,936,3113,PAID,ARS,53190.0,11169.9,900.0,65259.9
3530,211,634,1,,2842,851,REFUNDED,ARS,36000.0,7560.0,1200.0,44760.0
3531,66,1187,2,4,4,2061,FULFILLED,ARS,16170.0,3395.7,0.0,19565.7
3532,612,1329,1,,2518,,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0
3533,591,1231,1,,2385,268,FULFILLED,ARS,100560.0,21117.6,0.0,121677.6
3534,459,571,2,1,1,3164,CANCELLED,ARS,20520.0,4309.2,0.0,24829.2
3535,419,1336,2,1,1,2225,FULFILLED,ARS,49500.0,10395.0,0.0,59895.0
3536,58,243,2,1,1,1979,FULFILLED,ARS,31860.0,6690.6,0.0,38550.6
3537,332,678,2,3,3,1439,CANCELLED,ARS,14250.0,2992.5,0.0,17242.5
3538,49,791,1,,496,2671,FULFILLED,ARS,57712.5,12119.62,900.0,70732.12
3539,492,580,1,,3056,28,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
3540,343,121,2,3,3,195,PAID,ARS,42525.0,8930.25,0.0,51455.25
3541,562,1130,2,4,4,1099,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
3542,146,1275,2,4,4,2027,FULFILLED,ARS,66900.0,14049.0,0.0,80949.0
3543,113,1039,1,,1981,412,CANCELLED,ARS,37620.0,7900.2,900.0,46420.2
3544,287,171,2,3,3,2078,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
3545,511,132,2,1,1,1208,FULFILLED,ARS,44550.0,9355.5,0.0,53905.5
3546,383,889,2,3,3,1217,FULFILLED,ARS,36690.0,7704.9,0.0,44394.9
3547,47,640,1,,1814,1964,FULFILLED,ARS,30780.0,6463.8,900.0,38143.8
3548,510,841,1,,22,2489,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
3549,381,1188,2,4,4,1600,CANCELLED,ARS,22800.0,4788.0,0.0,27588.0
3550,308,1319,1,,2845,,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
3551,373,580,1,,2315,917,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
3552,289,589,1,,3068,877,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0
3553,413,204,1,,3107,,CANCELLED,ARS,32400.0,6804.0,1200.0,40404.0
3554,100,867,1,,528,1536,FULFILLED,ARS,38475.0,8079.75,900.0,47454.75
3555,267,250,1,,3162,101,FULFILLED,ARS,12825.0,2693.25,1500.0,17018.25
3556,487,1215,1,,1711,504,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
3557,108,1363,2,4,4,1395,PAID,ARS,11880.0,2494.8,0.0,14374.8
3558,546,589,1,,1928,505,PAID,ARS,55620.0,11680.2,900.0,68200.2
3559,140,1462,1,,2377,489,PAID,ARS,29160.0,6123.6,900.0,36183.6
3560,539,837,2,4,4,2398,PAID,ARS,40500.0,8505.0,0.0,49005.0
3561,343,1210,2,1,1,266,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
3562,331,370,2,3,3,1570,FULFILLED,ARS,19440.0,4082.4,0.0,23522.4
3563,581,1474,2,4,4,1011,FULFILLED,ARS,62952.0,13219.92,0.0,76171.92
3564,327,294,2,1,1,2274,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
3565,501,1427,1,,2099,1983,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0
3566,163,119,1,,2492,660,FULFILLED,ARS,54675.0,11481.75,1500.0,67656.75
3567,3,485,1,,2874,,PAID,ARS,40500.0,8505.0,0.0,49005.0
3568,30,583,2,4,4,1192,FULFILLED,ARS,54096.0,11360.16,0.0,65456.16
3569,477,1463,1,,1622,160,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
3570,458,160,1,,908,2694,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
3571,595,629,1,,510,73,CANCELLED,ARS,53475.0,11229.75,1200.0,65904.75
3572,219,727,2,1,1,1247,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92
3573,124,590,1,,3158,579,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
3574,295,443,1,,2024,2550,PAID,ARS,29400.0,6174.0,900.0,36474.0
3575,77,705,1,,1878,1794,FULFILLED,ARS,15435.0,3241.35,900.0,19576.35
3576,497,188,1,,2062,,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5
3577,104,1097,2,4,4,1411,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
3578,416,1328,2,4,4,2563,PAID,ARS,14700.0,3087.0,0.0,17787.0
3579,3,304,2,3,3,2411,FULFILLED,ARS,25200.0,5292.0,0.0,30492.0
3580,562,876,1,,1812,2211,REFUNDED,ARS,65325.0,13718.25,1500.0,80543.25
3581,123,1116,1,,1869,2548,FULFILLED,ARS,11760.0,2469.6,1200.0,15429.6
3582,440,1219,1,,867,568,FULFILLED,ARS,48510.0,10187.1,1500.0,60197.1
3583,386,1134,1,,907,1945,FULFILLED,ARS,14700.0,3087.0,1500.0,19287.0
3584,61,1074,2,4,4,213,FULFILLED,ARS,49200.0,10332.0,0.0,59532.0
3585,508,350,1,,2061,510,FULFILLED,ARS,25872.0,5433.12,900.0,32205.12
3586,355,1406,1,,2454,2808,CANCELLED,ARS,22800.0,4788.0,900.0,28488.0
3587,414,1176,2,4,4,2827,FULFILLED,ARS,54630.0,11472.3,0.0,66102.3
3588,58,1367,1,,407,773,PAID,ARS,45000.0,9450.0,900.0,55350.0
3589,193,232,1,,1334,2966,REFUNDED,ARS,44887.5,9426.38,1200.0,55513.88
3590,542,844,1,,1097,681,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
3591,524,671,1,,2775,980,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
3592,226,407,1,,2310,2378,FULFILLED,ARS,19440.0,4082.4,900.0,24422.4
3593,423,944,1,,2189,1322,CANCELLED,ARS,12825.0,2693.25,900.0,16418.25
3594,292,327,2,2,2,814,PAID,ARS,15435.0,3241.35,0.0,18676.35
3595,180,199,1,,2756,77,FULFILLED,ARS,55272.0,11607.12,900.0,67779.12
3596,359,1409,1,,1076,1994,FULFILLED,ARS,60270.0,12656.7,900.0,73826.7
3597,60,949,2,2,2,345,PAID,ARS,49980.0,10495.8,0.0,60475.8
3598,311,900,1,,1115,1662,PAID,ARS,42750.0,8977.5,900.0,52627.5
3599,67,932,2,1,1,2175,PAID,ARS,30000.0,6300.0,0.0,36300.0
3600,15,683,2,1,1,2725,FULFILLED,ARS,47025.0,9875.25,0.0,56900.25
3601,47,1360,2,4,4,2874,CANCELLED,ARS,31350.0,6583.5,0.0,37933.5
3602,251,505,1,,156,,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
3603,538,371,1,,514,1100,REFUNDED,ARS,12150.0,2551.5,900.0,15601.5
3604,6,535,1,,1935,738,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
3605,293,446,1,,550,302,FULFILLED,ARS,57600.0,12096.0,1200.0,70896.0
3606,518,610,2,4,4,2274,CREATED,ARS,43500.0,9135.0,0.0,52635.0
3607,171,243,1,,1732,619,CANCELLED,ARS,13500.0,2835.0,1200.0,17535.0
3608,312,1469,2,2,2,2624,PAID,ARS,22800.0,4788.0,0.0,27588.0
3609,425,86,1,,942,26,FULFILLED,ARS,39600.0,8316.0,900.0,48816.0
3610,564,437,1,,684,424,REFUNDED,ARS,27348.0,5743.08,1200.0,34291.08
3611,226,199,1,,900,2601,FULFILLED,ARS,65205.0,13693.05,900.0,79798.05
3612,118,350,1,,309,60,CANCELLED,ARS,64500.0,13545.0,900.0,78945.0
3613,46,105,2,1,1,1144,FULFILLED,ARS,41250.0,8662.5,0.0,49912.5
3614,117,698,1,,2474,211,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
3615,59,1236,1,,2872,2781,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
3616,363,1305,1,,1106,681,FULFILLED,ARS,23940.0,5027.4,900.0,29867.4
3617,522,1262,1,,254,1416,FULFILLED,ARS,52500.0,11025.0,900.0,64425.0
3618,363,1325,2,4,4,1852,FULFILLED,ARS,44887.5,9426.38,0.0,54313.88
3619,11,117,1,,3153,,CANCELLED,ARS,48204.0,10122.84,900.0,59226.84
3620,631,1322,1,,84,509,FULFILLED,ARS,28350.0,5953.5,1200.0,35503.5
3621,35,694,2,3,3,3000,CREATED,ARS,44100.0,9261.0,0.0,53361.0
3622,201,1092,2,2,2,3174,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
3623,89,279,1,,3068,1481,PAID,ARS,29700.0,6237.0,1200.0,37137.0
3624,7,1277,2,1,1,461,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
3625,553,983,2,3,3,1218,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
3626,79,1300,1,,2080,1033,FULFILLED,ARS,29925.0,6284.25,0.0,36209.25
3627,304,727,2,4,4,2189,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0
3628,176,496,1,,1963,2927,FULFILLED,ARS,22800.0,4788.0,1500.0,29088.0
3629,221,657,1,,525,2682,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
3630,380,277,1,,1483,,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
3631,269,523,1,,744,243,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
3632,316,126,1,,283,1785,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
3633,111,1034,2,1,1,745,CANCELLED,ARS,14850.0,3118.5,0.0,17968.5
3634,377,358,2,4,4,2428,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
3635,87,637,1,,1692,968,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0
3636,244,691,2,2,2,24,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
3637,315,380,2,4,4,212,FULFILLED,ARS,78030.0,16386.3,0.0,94416.3
3638,240,1253,1,,368,,FULFILLED,ARS,22560.0,4737.6,900.0,28197.6
3639,204,1068,2,4,4,2640,CANCELLED,ARS,35280.0,7408.8,0.0,42688.8
3640,422,1188,1,,234,892,FULFILLED,ARS,42750.0,8977.5,1500.0,53227.5
3641,593,1354,1,,1323,1178,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
3642,272,1109,2,2,2,428,FULFILLED,ARS,38808.0,8149.68,0.0,46957.68
3643,255,1399,2,1,1,2363,FULFILLED,ARS,36750.0,7717.5,0.0,44467.5
3644,133,672,2,1,1,245,FULFILLED,ARS,41460.0,8706.6,0.0,50166.6
3645,110,1351,2,1,1,3059,FULFILLED,ARS,76350.0,16033.5,0.0,92383.5
3646,209,725,1,,1776,2013,CANCELLED,ARS,51000.0,10710.0,1500.0,63210.0
3647,170,1288,2,3,3,813,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
3648,193,542,1,,2243,3120,FULFILLED,ARS,46305.0,9724.05,1200.0,57229.05
3649,628,205,1,,2420,,FULFILLED,ARS,49020.0,10294.2,1200.0,60514.2
3650,114,421,1,,1182,2148,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0
3651,238,433,1,,2925,,PAID,ARS,66870.0,14042.7,1200.0,82112.7
3652,175,313,1,,1495,1276,CANCELLED,ARS,15750.0,3307.5,900.0,19957.5
3653,39,556,2,4,4,,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
3654,468,1225,1,,709,1799,FULFILLED,ARS,24000.0,5040.0,1500.0,30540.0
3655,225,1326,1,,2759,229,PAID,ARS,56400.0,11844.0,1200.0,69444.0
3656,535,513,1,,544,1202,CANCELLED,ARS,10800.0,2268.0,900.0,13968.0
3657,126,196,1,,1750,352,CREATED,ARS,62100.0,13041.0,1500.0,76641.0
3658,273,377,1,,2521,,CANCELLED,ARS,21600.0,4536.0,900.0,27036.0
3659,160,400,2,2,2,2697,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
3660,447,1177,1,,2469,906,CREATED,ARS,49950.0,10489.5,1500.0,61939.5
3661,71,833,1,,1804,172,FULFILLED,ARS,61500.0,12915.0,1500.0,75915.0
3662,266,308,1,,1460,1072,CREATED,ARS,11970.0,2513.7,1500.0,15983.7
3663,261,291,2,4,4,49,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
3664,548,727,1,,2206,478,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
3665,361,587,2,3,3,,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
3666,337,448,2,2,2,,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
3667,156,1144,2,1,1,411,FULFILLED,ARS,48300.0,10143.0,0.0,58443.0
3668,475,516,1,,2337,351,CANCELLED,ARS,25200.0,5292.0,1500.0,31992.0
3669,293,1123,1,,768,2732,REFUNDED,ARS,21600.0,4536.0,1500.0,27636.0
3670,143,1203,1,,2602,2291,PAID,ARS,32400.0,6804.0,1200.0,40404.0
3671,79,377,2,1,1,3114,FULFILLED,ARS,41400.0,8694.0,0.0,50094.0
3672,91,991,1,,2865,157,FULFILLED,ARS,37800.0,7938.0,900.0,46638.0
3673,492,240,1,,1068,2137,CREATED,ARS,22800.0,4788.0,1200.0,28788.0
3674,453,1155,2,4,4,,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
3675,85,46,2,3,3,1576,PAID,ARS,37044.0,7779.24,0.0,44823.24
3676,285,1102,1,,1612,1204,FULFILLED,ARS,11340.0,2381.4,1200.0,14921.4
3677,329,1402,1,,123,237,CREATED,ARS,26220.0,5506.2,900.0,32626.2
3678,359,429,1,,830,1683,PAID,ARS,55200.0,11592.0,1200.0,67992.0
3679,206,1106,2,2,2,1815,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
3680,253,1067,1,,2637,,FULFILLED,ARS,10260.0,2154.6,1200.0,13614.6
3681,19,125,1,,382,,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
3682,608,352,1,,2832,2915,FULFILLED,ARS,13230.0,2778.3,1200.0,17208.3
3683,65,592,2,2,2,3134,FULFILLED,ARS,12540.0,2633.4,0.0,15173.4
3684,47,231,2,1,1,287,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
3685,89,23,1,,463,2929,REFUNDED,ARS,37620.0,7900.2,900.0,46420.2
3686,402,622,1,,282,1103,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
3687,398,971,2,2,2,256,FULFILLED,ARS,78750.0,16537.5,0.0,95287.5
3688,291,724,2,4,4,2199,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92
3689,418,150,1,,2642,772,FULFILLED,ARS,21168.0,4445.28,1200.0,26813.28
3690,154,683,1,,2740,,FULFILLED,ARS,25200.0,5292.0,900.0,31392.0
3691,274,1219,1,,493,2907,PAID,ARS,63390.0,13311.9,1200.0,77901.9
3692,25,71,1,,495,1437,FULFILLED,ARS,15675.0,3291.75,1200.0,20166.75
3693,152,120,2,1,1,1843,REFUNDED,ARS,40500.0,8505.0,0.0,49005.0
3694,370,937,2,3,3,3019,FULFILLED,ARS,29700.0,6237.0,0.0,35937.0
3695,169,1122,1,,226,,PAID,ARS,26460.0,5556.6,900.0,32916.6
3696,554,1380,1,,921,2009,FULFILLED,ARS,108000.0,22680.0,1200.0,131880.0
3697,332,910,2,3,3,894,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
3698,369,787,1,,22,,FULFILLED,ARS,37044.0,7779.24,1200.0,46023.24
3699,253,1155,1,,515,2790,CANCELLED,ARS,23940.0,5027.4,900.0,29867.4
3700,515,86,1,,1476,2583,FULFILLED,ARS,26400.0,5544.0,900.0,32844.0
3701,392,938,2,4,4,,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
3702,110,1058,2,4,4,1711,PAID,ARS,12000.0,2520.0,0.0,14520.0
3703,70,414,2,2,2,2189,FULFILLED,ARS,41700.0,8757.0,0.0,50457.0
3704,253,166,1,,403,205,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
3705,365,1427,2,3,3,3130,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2
3706,130,362,2,4,4,767,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
3707,214,1491,1,,2349,1621,FULFILLED,ARS,72637.5,15253.88,1200.0,89091.38
3708,399,465,1,,1390,413,PAID,ARS,21600.0,4536.0,900.0,27036.0
3709,397,724,2,3,3,616,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0
3710,255,1342,1,,51,1480,FULFILLED,ARS,28500.0,5985.0,1500.0,35985.0
