session_id,date_sk,customer_sk,channel_sk,started_at,ended_at,source,device
11000017131,402,760.0,,2025-02-05 01:11:16,2025-02-05 01:56:16,direct,mobile
11000017132,176,1345.0,,2024-06-24 11:27:37,2024-06-24 12:18:37,referral,mobile
11000017133,624,1187.0,,2025-09-15 11:24:20,2025-09-15 12:12:20,ads,mobile
11000017134,447,512.0,,2025-03-22 16:22:55,2025-03-22 16:55:55,direct,desktop
11000017135,341,,,2024-12-06 00:18:57,2024-12-06 01:16:57,direct,mobile
11000017136,314,,,2024-11-09 21:31:13,2024-11-09 21:47:13,referral,tablet
11000017137,553,,,2025-07-06 12:10:12,2025-07-06 12:48:12,referral,mobile
11000017138,280,1234.0,,2024-10-06 07:27:46,2024-10-06 08:05:46,ads,desktop
11000017139,569,469.0,,2025-07-22 19:41:20,2025-07-22 19:51:20,ads,desktop
11000017140,288,,,2024-10-14 04:32:58,2024-10-14 05:21:58,ads,mobile
11000017141,294,633.0,,2024-10-20 21:08:02,2024-10-20 21:33:02,ads,desktop
11000017142,333,,,2024-11-28 17:31:55,2024-11-28 17:41:55,ads,desktop
11000017143,72,555.0,,2024-03-12 17:09:41,2024-03-12 17:10:41,ads,desktop
11000017144,510,,,2025-05-24 11:30:22,2025-05-24 12:09:22,social,tablet
11000017145,258,1478.0,,2024-09-14 16:32:16,2024-09-14 17:15:16,direct,desktop
11000017146,314,,,2024-11-09 11:06:20,,direct,desktop
11000017147,58,1008.0,,2024-02-27 04:44:38,2024-02-27 04:59:38,email,desktop
11000017148,337,,,2024-12-02 04:47:40,2024-12-02 05:30:40,referral,mobile
11000017149,368,,,2025-01-02 22:02:12,2025-01-02 22:53:12,referral,mobile
11000017150,374,,,2025-01-08 17:44:43,2025-01-08 18:38:43,ads,mobile
11000017151,52,332.0,,2024-02-21 01:01:05,2024-02-21 01:18:05,ads,mobile
11000017152,57,493.0,,2024-02-26 14:32:28,2024-02-26 14:49:28,social,desktop
11000017153,174,412.0,,2024-06-22 08:30:29,2024-06-22 09:06:29,direct,desktop
11000017154,257,312.0,,2024-09-13 05:55:32,2024-09-13 06:14:32,direct,desktop
11000017155,329,,,2024-11-24 00:56:17,2024-11-24 01:30:17,referral,mobile
11000017156,238,833.0,,2024-08-25 13:13:19,2024-08-25 14:06:19,direct,desktop
11000017157,250,,,2024-09-06 19:20:07,2024-09-06 19:48:07,referral,mobile
11000017158,493,206.0,,2025-05-07 19:29:43,2025-05-07 19:50:43,ads,mobile
11000017159,408,1301.0,,2025-02-11 00:18:46,2025-02-11 01:00:46,ads,mobile
11000017160,455,297.0,,2025-03-30 10:46:58,2025-03-30 11:44:58,referral,mobile
11000017161,191,,,2024-07-09 07:32:00,2024-07-09 08:18:00,direct,mobile
11000017162,516,660.0,,2025-05-30 23:34:16,,direct,mobile
11000017163,415,610.0,,2025-02-18 00:38:50,2025-02-18 00:54:50,direct,mobile
11000017164,62,457.0,,2024-03-02 05:17:12,2024-03-02 05:49:12,email,mobile
11000017165,293,816.0,,2024-10-19 10:07:53,2024-10-19 11:05:53,ads,mobile
11000017166,430,354.0,,2025-03-05 06:03:04,2025-03-05 06:27:04,referral,desktop
11000017167,456,1174.0,,2025-03-31 12:51:02,2025-03-31 12:55:02,email,mobile
11000017168,541,762.0,,2025-06-24 03:21:08,2025-06-24 04:09:08,ads,tablet
11000017169,494,587.0,,2025-05-08 05:28:34,2025-05-08 05:33:34,ads,mobile
11000017170,604,1346.0,,2025-08-26 03:30:43,2025-08-26 04:19:43,direct,mobile
11000017171,112,1419.0,,2024-04-21 09:07:39,2024-04-21 09:19:39,ads,mobile
11000017172,388,1041.0,,2025-01-22 02:55:22,2025-01-22 03:27:22,direct,mobile
11000017173,228,5.0,,2024-08-15 19:59:12,2024-08-15 20:04:12,email,desktop
11000017174,115,,,2024-04-24 16:32:42,2024-04-24 17:02:42,direct,mobile
11000017175,137,,,2024-05-16 15:12:08,2024-05-16 16:09:08,email,mobile
11000017176,241,833.0,,2024-08-28 17:53:55,,direct,mobile
11000017177,497,781.0,,2025-05-11 03:23:48,2025-05-11 03:31:48,direct,mobile
11000017178,417,496.0,,2025-02-20 03:25:57,2025-02-20 03:59:57,referral,desktop
11000017179,394,,,2025-01-28 17:57:03,2025-01-28 18:45:03,ads,mobile
11000017180,254,334.0,,2024-09-10 04:02:27,2024-09-10 04:59:27,email,mobile
11000017181,187,157.0,,2024-07-05 08:54:01,2024-07-05 09:11:01,direct,mobile
11000017182,556,600.0,,2025-07-09 13:58:30,2025-07-09 14:48:30,direct,desktop
11000017183,628,411.0,,2025-09-19 07:31:33,2025-09-19 07:43:33,social,mobile
11000017184,119,226.0,,2024-04-28 21:58:51,2024-04-28 22:48:51,direct,mobile
11000017185,475,,,2025-04-19 02:23:21,2025-04-19 02:24:21,direct,mobile
11000017186,594,,,2025-08-16 08:19:55,2025-08-16 08:38:55,referral,desktop
11000017187,274,216.0,,2024-09-30 18:30:41,2024-09-30 19:27:41,direct,mobile
11000017188,340,916.0,,2024-12-05 00:04:02,2024-12-05 00:26:02,direct,mobile
11000017189,607,217.0,,2025-08-29 05:22:40,2025-08-29 05:30:40,direct,mobile
11000017190,545,,,2025-06-28 09:20:54,2025-06-28 09:24:54,referral,desktop
11000017191,434,531.0,,2025-03-09 23:06:46,2025-03-09 23:52:46,direct,mobile
11000017192,226,1423.0,,2024-08-13 16:27:37,2024-08-13 16:36:37,direct,tablet
11000017193,299,,,2024-10-25 09:00:55,2024-10-25 09:39:55,direct,mobile
11000017194,271,,,2024-09-27 10:20:31,2024-09-27 11:01:31,direct,desktop
11000017195,307,,,2024-11-02 22:36:30,2024-11-02 23:16:30,ads,desktop
11000017196,621,833.0,,2025-09-12 15:26:57,2025-09-12 15:40:57,direct,mobile
11000017197,324,529.0,,2024-11-19 16:14:49,,ads,desktop
11000017198,147,281.0,,2024-05-26 17:36:47,2024-05-26 18:15:47,social,desktop
11000017199,160,1227.0,,2024-06-08 04:39:33,2024-06-08 05:26:33,referral,mobile
11000017200,228,,,2024-08-15 23:24:00,2024-08-15 23:36:00,direct,mobile
11000017201,126,,,2024-05-05 15:56:11,2024-05-05 16:33:11,ads,mobile
11000017202,17,492.0,,2024-01-17 12:56:26,,ads,mobile
11000017203,459,162.0,,2025-04-03 22:57:23,2025-04-03 23:27:23,ads,mobile
11000017204,342,554.0,,2024-12-07 05:14:20,2024-12-07 06:09:20,ads,mobile
11000017205,501,333.0,,2025-05-15 17:27:39,2025-05-15 18:24:39,social,mobile
11000017206,246,,,2024-09-02 06:40:49,2024-09-02 06:56:49,ads,mobile
11000017207,139,253.0,,2024-05-18 11:09:37,2024-05-18 12:01:37,social,mobile
11000017208,248,1112.0,,2024-09-04 00:16:34,,social,mobile
11000017209,615,667.0,,2025-09-06 12:01:38,2025-09-06 12:23:38,direct,desktop
11000017210,154,154.0,,2024-06-02 02:15:31,2024-06-02 02:18:31,direct,mobile
11000017211,608,548.0,,2025-08-30 16:57:18,,email,desktop
11000017212,50,805.0,,2024-02-19 12:10:00,2024-02-19 12:29:00,social,desktop
11000017213,351,1154.0,,2024-12-16 10:42:55,2024-12-16 11:03:55,ads,mobile
11000017214,20,937.0,,2024-01-20 01:04:26,2024-01-20 01:26:26,email,mobile
11000017215,518,,,2025-06-01 08:41:51,2025-06-01 09:31:51,direct,mobile
11000017216,562,923.0,,2025-07-15 22:08:56,2025-07-15 22:44:56,direct,mobile
11000017217,118,,,2024-04-27 20:56:30,2024-04-27 21:20:30,direct,desktop
11000017218,238,820.0,,2024-08-25 13:03:51,2024-08-25 13:06:51,direct,mobile
11000017219,229,1161.0,,2024-08-16 02:37:30,2024-08-16 03:05:30,ads,mobile
11000017220,327,1443.0,,2024-11-22 14:59:35,2024-11-22 15:33:35,direct,mobile
11000017221,193,,,2024-07-11 17:33:25,2024-07-11 17:39:25,direct,mobile
11000017222,435,1158.0,,2025-03-10 08:19:49,2025-03-10 09:00:49,social,desktop
11000017223,121,1066.0,,2024-04-30 01:28:44,2024-04-30 02:19:44,direct,desktop
11000017224,351,771.0,,2024-12-16 19:11:03,2024-12-16 19:38:03,referral,mobile
11000017225,453,405.0,,2025-03-28 02:31:44,2025-03-28 03:02:44,direct,mobile
11000017226,226,418.0,,2024-08-13 02:46:34,2024-08-13 02:48:34,referral,mobile
11000017227,440,934.0,,2025-03-15 22:56:18,2025-03-15 22:57:18,referral,mobile
11000017228,507,246.0,,2025-05-21 23:29:25,,direct,mobile
11000017229,395,106.0,,2025-01-29 22:45:42,2025-01-29 23:19:42,direct,mobile
11000017230,123,,,2024-05-02 23:01:54,2024-05-02 23:44:54,referral,mobile
11000017231,383,1461.0,,2025-01-17 04:31:47,2025-01-17 05:19:47,referral,mobile
11000017232,17,1199.0,,2024-01-17 21:54:22,2024-01-17 22:27:22,direct,desktop
11000017233,293,1092.0,,2024-10-19 20:07:03,2024-10-19 20:56:03,direct,desktop
11000017234,578,318.0,,2025-07-31 17:06:18,2025-07-31 17:08:18,direct,mobile
11000017235,240,1330.0,,2024-08-27 04:31:49,2024-08-27 04:55:49,direct,desktop
11000017236,153,727.0,,2024-06-01 18:50:15,2024-06-01 19:00:15,referral,desktop
11000017237,354,660.0,,2024-12-19 00:17:51,2024-12-19 00:48:51,direct,tablet
11000017238,381,1493.0,,2025-01-15 10:29:50,2025-01-15 10:47:50,direct,mobile
11000017239,567,622.0,,2025-07-20 23:28:23,2025-07-21 00:04:23,social,mobile
11000017240,376,,,2025-01-10 00:58:47,2025-01-10 01:09:47,ads,tablet
11000017241,466,144.0,,2025-04-10 12:14:02,2025-04-10 13:07:02,direct,mobile
11000017242,564,299.0,,2025-07-17 01:53:37,2025-07-17 02:40:37,referral,mobile
11000017243,206,1110.0,,2024-07-24 04:57:29,2024-07-24 05:33:29,ads,mobile
11000017244,468,,,2025-04-12 00:25:00,2025-04-12 01:15:00,direct,desktop
11000017245,629,,,2025-09-20 06:22:44,2025-09-20 06:31:44,direct,mobile
11000017246,238,,,2024-08-25 23:08:15,2024-08-25 23:57:15,ads,mobile
11000017247,56,1305.0,,2024-02-25 09:16:01,2024-02-25 09:57:01,social,desktop
11000017248,482,1286.0,,2025-04-26 12:38:15,2025-04-26 12:40:15,direct,desktop
11000017249,476,1360.0,,2025-04-20 21:21:12,,direct,mobile
11000017250,256,,,2024-09-12 00:34:47,2024-09-12 00:36:47,direct,desktop
11000017251,379,1165.0,,2025-01-13 00:35:02,2025-01-13 00:36:02,direct,mobile
11000017252,497,328.0,,2025-05-11 15:58:42,2025-05-11 16:24:42,ads,mobile
11000017253,433,,,2025-03-08 20:53:40,2025-03-08 21:45:40,direct,mobile
11000017254,184,,,2024-07-02 11:41:07,2024-07-02 12:05:07,social,desktop
11000017255,277,190.0,,2024-10-03 19:12:56,2024-10-03 19:47:56,email,tablet
11000017256,497,328.0,,2025-05-11 02:57:46,2025-05-11 03:23:46,social,mobile
11000017257,284,,,2024-10-10 14:12:53,2024-10-10 14:46:53,direct,desktop
11000017258,339,,,2024-12-04 07:13:36,2024-12-04 07:45:36,ads,tablet
11000017259,4,686.0,,2024-01-04 06:37:17,2024-01-04 07:16:17,ads,mobile
11000017260,214,1330.0,,2024-08-01 11:59:08,2024-08-01 12:08:08,social,mobile
11000017261,423,1057.0,,2025-02-26 06:48:12,2025-02-26 07:29:12,referral,mobile
11000017262,130,632.0,,2024-05-09 02:25:20,2024-05-09 02:33:20,direct,desktop
11000017263,546,647.0,,2025-06-29 20:31:55,2025-06-29 20:49:55,social,mobile
11000017264,623,,,2025-09-14 09:26:52,2025-09-14 09:43:52,ads,mobile
11000017265,350,227.0,,2024-12-15 07:53:30,2024-12-15 08:12:30,social,mobile
11000017266,24,61.0,,2024-01-24 16:52:59,2024-01-24 17:39:59,direct,mobile
11000017267,348,502.0,,2024-12-13 06:56:31,2024-12-13 07:50:31,referral,mobile
11000017268,350,,,2024-12-15 00:56:15,2024-12-15 01:07:15,ads,mobile
11000017269,89,337.0,,2024-03-29 22:28:07,,direct,desktop
11000017270,347,,,2024-12-12 18:08:10,,social,desktop
11000017271,167,,,2024-06-15 12:43:01,2024-06-15 13:39:01,direct,mobile
11000017272,280,868.0,,2024-10-06 14:34:24,2024-10-06 14:54:24,referral,mobile
11000017273,320,,,2024-11-15 21:14:02,2024-11-15 21:43:02,ads,desktop
11000017274,363,1239.0,,2024-12-28 00:20:16,2024-12-28 00:30:16,direct,mobile
11000017275,277,,,2024-10-03 00:01:40,2024-10-03 00:17:40,direct,mobile
11000017276,88,,,2024-03-28 16:06:46,2024-03-28 16:58:46,referral,mobile
11000017277,239,754.0,,2024-08-26 01:56:13,2024-08-26 02:15:13,social,desktop
11000017278,576,,,2025-07-29 04:28:38,2025-07-29 04:43:38,direct,mobile
11000017279,484,1177.0,,2025-04-28 04:56:29,2025-04-28 05:54:29,direct,mobile
11000017280,246,1463.0,,2024-09-02 05:25:02,2024-09-02 05:34:02,direct,mobile
11000017281,448,,,2025-03-23 16:37:14,2025-03-23 16:55:14,ads,mobile
11000017282,262,,,2024-09-18 02:40:22,2024-09-18 03:10:22,referral,mobile
11000017283,45,1285.0,,2024-02-14 12:48:34,2024-02-14 13:24:34,email,desktop
11000017284,631,702.0,,2025-09-22 20:44:28,2025-09-22 21:11:28,email,desktop
11000017285,265,1273.0,,2024-09-21 01:56:57,2024-09-21 02:04:57,referral,mobile
11000017286,530,284.0,,2025-06-13 16:26:38,2025-06-13 16:54:38,ads,mobile
11000017287,161,1005.0,,2024-06-09 00:19:36,2024-06-09 00:50:36,ads,mobile
11000017288,342,7.0,,2024-12-07 19:33:22,2024-12-07 20:30:22,social,mobile
11000017289,197,550.0,,2024-07-15 16:11:06,2024-07-15 16:17:06,direct,mobile
11000017290,275,25.0,,2024-10-01 14:46:16,2024-10-01 15:23:16,direct,desktop
11000017291,522,535.0,,2025-06-05 16:14:15,2025-06-05 16:46:15,direct,desktop
11000017292,64,,,2024-03-04 05:39:03,2024-03-04 06:27:03,direct,mobile
11000017293,486,1342.0,,2025-04-30 22:30:46,,referral,desktop
11000017294,149,44.0,,2024-05-28 22:24:25,,direct,mobile
11000017295,97,249.0,,2024-04-06 08:45:46,2024-04-06 09:40:46,ads,mobile
11000017296,270,1469.0,,2024-09-26 04:54:23,2024-09-26 05:21:23,email,mobile
11000017297,316,,,2024-11-11 02:55:01,2024-11-11 03:00:01,direct,mobile
11000017298,391,1339.0,,2025-01-25 05:07:00,2025-01-25 05:15:00,ads,mobile
11000017299,223,,,2024-08-10 15:00:44,2024-08-10 15:39:44,ads,desktop
11000017300,42,,,2024-02-11 14:51:18,2024-02-11 15:38:18,email,desktop
11000017301,152,70.0,,2024-05-31 22:14:24,2024-05-31 23:06:24,direct,mobile
11000017302,172,,,2024-06-20 06:30:09,2024-06-20 07:14:09,ads,desktop
11000017303,553,976.0,,2025-07-06 22:30:14,2025-07-06 23:28:14,ads,mobile
11000017304,547,,,2025-06-30 02:44:08,2025-06-30 03:40:08,social,mobile
11000017305,334,454.0,,2024-11-29 08:39:09,2024-11-29 08:44:09,direct,mobile
11000017306,227,1303.0,,2024-08-14 12:08:38,2024-08-14 12:18:38,ads,mobile
11000017307,500,947.0,,2025-05-14 18:04:53,2025-05-14 18:07:53,ads,mobile
11000017308,481,364.0,,2025-04-25 17:14:42,2025-04-25 17:55:42,direct,mobile
11000017309,435,1240.0,,2025-03-10 01:16:32,2025-03-10 01:47:32,social,mobile
11000017310,324,137.0,,2024-11-19 00:34:14,2024-11-19 00:39:14,ads,mobile
11000017311,105,398.0,,2024-04-14 06:03:13,2024-04-14 06:26:13,referral,mobile
11000017312,621,1413.0,,2025-09-12 20:29:03,2025-09-12 20:44:03,referral,mobile
11000017313,62,601.0,,2024-03-02 01:16:58,2024-03-02 01:40:58,referral,mobile
11000017314,323,781.0,,2024-11-18 01:14:17,2024-11-18 01:50:17,direct,mobile
11000017315,8,,,2024-01-08 15:26:55,2024-01-08 15:36:55,ads,mobile
11000017316,352,,,2024-12-17 11:43:23,2024-12-17 12:04:23,direct,mobile
11000017317,468,1106.0,,2025-04-12 14:55:54,2025-04-12 15:14:54,direct,mobile
11000017318,108,262.0,,2024-04-17 01:34:25,2024-04-17 01:39:25,social,mobile
11000017319,149,,,2024-05-28 05:11:43,2024-05-28 05:42:43,ads,desktop
11000017320,236,1112.0,,2024-08-23 03:44:37,2024-08-23 04:04:37,ads,mobile
11000017321,451,1354.0,,2025-03-26 11:35:58,2025-03-26 12:32:58,direct,mobile
11000017322,147,990.0,,2024-05-26 12:50:14,,ads,mobile
11000017323,558,196.0,,2025-07-11 21:21:17,2025-07-11 22:07:17,direct,mobile
11000017324,76,159.0,,2024-03-16 12:00:50,2024-03-16 12:25:50,referral,desktop
11000017325,337,,,2024-12-02 17:44:39,2024-12-02 17:56:39,referral,desktop
11000017326,408,,,2025-02-11 06:37:36,2025-02-11 07:13:36,direct,mobile
11000017327,280,,,2024-10-06 21:52:22,2024-10-06 22:36:22,direct,mobile
11000017328,193,702.0,,2024-07-11 17:23:42,2024-07-11 18:14:42,direct,desktop
11000017329,399,199.0,,2025-02-02 02:27:28,2025-02-02 02:33:28,social,mobile
11000017330,134,299.0,,2024-05-13 21:44:37,2024-05-13 22:25:37,ads,mobile
11000017331,569,,,2025-07-22 04:24:18,2025-07-22 05:17:18,ads,mobile
11000017332,204,1086.0,,2024-07-22 10:16:22,2024-07-22 10:45:22,ads,mobile
11000017333,430,376.0,,2025-03-05 16:47:37,2025-03-05 16:58:37,direct,desktop
11000017334,194,423.0,,2024-07-12 11:09:08,2024-07-12 11:21:08,direct,mobile
11000017335,12,,,2024-01-12 16:45:24,2024-01-12 17:42:24,ads,mobile
11000017336,198,1250.0,,2024-07-16 12:30:32,2024-07-16 12:55:32,direct,desktop
11000017337,220,850.0,,2024-08-07 04:35:09,2024-08-07 05:12:09,ads,mobile
11000017338,555,90.0,,2025-07-08 02:56:44,2025-07-08 03:27:44,ads,mobile
11000017339,593,,,2025-08-15 04:06:52,2025-08-15 04:52:52,direct,mobile
11000017340,590,,,2025-08-12 05:17:39,2025-08-12 06:17:39,ads,desktop
11000017341,127,779.0,,2024-05-06 21:04:48,2024-05-06 21:22:48,ads,desktop
11000017342,143,,,2024-05-22 02:07:01,2024-05-22 02:42:01,email,mobile
11000017343,84,31.0,,2024-03-24 19:55:52,2024-03-24 20:31:52,ads,desktop
11000017344,619,623.0,,2025-09-10 01:07:32,2025-09-10 01:41:32,ads,mobile
11000017345,273,66.0,,2024-09-29 16:42:15,2024-09-29 16:58:15,direct,mobile
11000017346,412,609.0,,2025-02-15 06:49:49,2025-02-15 07:15:49,ads,desktop
11000017347,504,,,2025-05-18 08:18:10,2025-05-18 08:34:10,referral,desktop
11000017348,357,1319.0,,2024-12-22 21:41:28,2024-12-22 21:59:28,email,mobile
11000017349,47,,,2024-02-16 07:09:24,2024-02-16 07:14:24,direct,mobile
11000017350,186,1261.0,,2024-07-04 00:21:27,2024-07-04 00:36:27,direct,mobile
11000017351,540,337.0,,2025-06-23 06:46:44,,ads,desktop
11000017352,314,469.0,,2024-11-09 15:58:21,2024-11-09 16:52:21,email,mobile
11000017353,44,572.0,,2024-02-13 17:46:13,2024-02-13 18:36:13,ads,mobile
11000017354,363,,,2024-12-28 17:18:07,2024-12-28 17:57:07,direct,mobile
11000017355,313,,,2024-11-08 10:39:43,2024-11-08 10:45:43,social,desktop
11000017356,389,980.0,,2025-01-23 13:29:20,2025-01-23 14:04:20,ads,mobile
11000017357,405,,,2025-02-08 02:33:58,2025-02-08 02:43:58,ads,mobile
11000017358,391,1453.0,,2025-01-25 09:42:29,2025-01-25 10:40:29,ads,mobile
11000017359,419,,,2025-02-22 15:25:56,2025-02-22 15:44:56,direct,desktop
11000017360,346,594.0,,2024-12-11 12:57:13,2024-12-11 13:15:13,direct,mobile
11000017361,410,,,2025-02-13 07:17:28,2025-02-13 08:03:28,email,mobile
11000017362,211,995.0,,2024-07-29 22:17:28,2024-07-29 22:41:28,ads,mobile
11000017363,209,958.0,,2024-07-27 00:31:07,2024-07-27 00:41:07,direct,desktop
11000017364,351,27.0,,2024-12-16 08:44:19,2024-12-16 08:47:19,direct,mobile
11000017365,633,1200.0,,2025-09-24 06:15:46,2025-09-24 06:18:46,referral,mobile
11000017366,359,,,2024-12-24 15:13:31,2024-12-24 15:56:31,ads,mobile
11000017367,439,,,2025-03-14 10:14:19,2025-03-14 10:55:19,direct,mobile
11000017368,236,1149.0,,2024-08-23 07:22:56,2024-08-23 08:13:56,direct,desktop
11000017369,413,1286.0,,2025-02-16 08:03:29,2025-02-16 09:03:29,direct,mobile
11000017370,464,,,2025-04-08 00:57:17,2025-04-08 01:22:17,ads,desktop
11000017371,102,1414.0,,2024-04-11 06:26:36,2024-04-11 07:12:36,direct,mobile
11000017372,443,608.0,,2025-03-18 03:59:17,2025-03-18 04:01:17,ads,desktop
11000017373,253,1301.0,,2024-09-09 22:12:32,2024-09-09 22:22:32,ads,mobile
11000017374,103,1201.0,,2024-04-12 07:09:19,2024-04-12 08:07:19,email,mobile
11000017375,104,,,2024-04-13 09:14:12,2024-04-13 09:36:12,direct,mobile
11000017376,298,120.0,,2024-10-24 22:19:06,2024-10-24 23:04:06,ads,mobile
11000017377,610,1402.0,,2025-09-01 04:01:41,2025-09-01 04:48:41,ads,mobile
11000017378,258,,,2024-09-14 22:40:37,2024-09-14 22:49:37,email,desktop
11000017379,629,,,2025-09-20 17:38:04,2025-09-20 17:55:04,referral,tablet
11000017380,239,,,2024-08-26 20:49:20,2024-08-26 20:54:20,ads,mobile
11000017381,276,25.0,,2024-10-02 05:11:54,2024-10-02 05:31:54,direct,mobile
11000017382,516,822.0,,2025-05-30 12:44:42,2025-05-30 13:36:42,direct,mobile
11000017383,393,,,2025-01-27 13:13:19,2025-01-27 13:29:19,ads,mobile
11000017384,164,,,2024-06-12 13:33:16,2024-06-12 13:34:16,referral,mobile
11000017385,289,827.0,,2024-10-15 22:51:25,2024-10-15 23:25:25,ads,mobile
11000017386,124,283.0,,2024-05-03 02:34:40,2024-05-03 03:11:40,email,mobile
11000017387,351,,,2024-12-16 09:30:29,2024-12-16 10:28:29,direct,mobile
11000017388,189,1077.0,,2024-07-07 22:59:57,2024-07-07 23:26:57,ads,desktop
11000017389,75,,,2024-03-15 15:45:30,2024-03-15 16:38:30,ads,desktop
11000017390,559,122.0,,2025-07-12 00:26:40,2025-07-12 00:53:40,direct,mobile
11000017391,582,214.0,,2025-08-04 17:15:58,2025-08-04 17:49:58,direct,mobile
11000017392,633,1057.0,,2025-09-24 10:57:38,2025-09-24 11:20:38,direct,mobile
11000017393,547,684.0,,2025-06-30 15:31:01,2025-06-30 16:05:01,referral,mobile
11000017394,30,,,2024-01-30 04:37:56,2024-01-30 04:51:56,referral,mobile
11000017395,135,,,2024-05-14 20:32:26,2024-05-14 21:25:26,ads,mobile
11000017396,567,,,2025-07-20 10:38:31,2025-07-20 11:34:31,social,mobile
11000017397,544,656.0,,2025-06-27 09:01:17,2025-06-27 09:54:17,ads,mobile
11000017398,58,55.0,,2024-02-27 20:07:10,2024-02-27 20:55:10,ads,mobile
11000017399,396,21.0,,2025-01-30 17:48:04,2025-01-30 18:45:04,ads,desktop
11000017400,459,717.0,,2025-04-03 12:07:58,2025-04-03 12:46:58,direct,mobile
11000017401,1,,,2024-01-01 12:33:15,2024-01-01 13:05:15,direct,mobile
11000017402,275,547.0,,2024-10-01 12:55:28,2024-10-01 13:04:28,social,mobile
11000017403,69,1155.0,,2024-03-09 15:29:24,2024-03-09 16:11:24,ads,mobile
11000017404,4,49.0,,2024-01-04 03:07:55,2024-01-04 03:17:55,ads,mobile
11000017405,415,764.0,,2025-02-18 00:42:32,2025-02-18 01:33:32,direct,mobile
11000017406,400,3.0,,2025-02-03 01:41:08,2025-02-03 01:50:08,ads,desktop
11000017407,163,,,2024-06-11 10:04:16,2024-06-11 10:20:16,ads,mobile
11000017408,469,1374.0,,2025-04-13 23:19:28,2025-04-13 23:58:28,ads,mobile
11000017409,223,312.0,,2024-08-10 14:09:04,2024-08-10 14:23:04,email,desktop
11000017410,227,259.0,,2024-08-14 18:20:07,2024-08-14 19:20:07,direct,mobile
11000017411,486,1016.0,,2025-04-30 02:23:14,2025-04-30 02:45:14,email,desktop
11000017412,230,584.0,,2024-08-17 16:11:23,2024-08-17 16:27:23,social,mobile
11000017413,517,869.0,,2025-05-31 12:51:31,2025-05-31 13:33:31,referral,mobile
11000017414,361,198.0,,2024-12-26 15:16:43,2024-12-26 15:55:43,email,mobile
11000017415,317,981.0,,2024-11-12 16:21:06,2024-11-12 17:07:06,ads,mobile
11000017416,602,282.0,,2025-08-24 19:33:43,2025-08-24 20:16:43,ads,mobile
11000017417,477,480.0,,2025-04-21 02:02:41,2025-04-21 02:10:41,direct,desktop
11000017418,400,279.0,,2025-02-03 15:06:25,2025-02-03 15:35:25,referral,mobile
11000017419,180,1241.0,,2024-06-28 00:24:16,2024-06-28 00:49:16,ads,mobile
11000017420,286,958.0,,2024-10-12 00:23:01,2024-10-12 01:10:01,ads,desktop
11000017421,384,,,2025-01-18 02:39:45,,social,mobile
11000017422,576,814.0,,2025-07-29 20:18:52,2025-07-29 20:43:52,referral,mobile
11000017423,229,615.0,,2024-08-16 02:27:44,2024-08-16 03:05:44,direct,mobile
11000017424,609,106.0,,2025-08-31 09:53:57,2025-08-31 10:06:57,direct,desktop
11000017425,289,1491.0,,2024-10-15 01:30:34,2024-10-15 02:22:34,social,mobile
11000017426,101,,,2024-04-10 06:21:32,2024-04-10 06:49:32,referral,mobile
11000017427,332,860.0,,2024-11-27 22:09:00,2024-11-27 22:26:00,social,mobile
11000017428,7,367.0,,2024-01-07 18:59:15,2024-01-07 19:47:15,direct,mobile
11000017429,61,1190.0,,2024-03-01 23:39:24,2024-03-02 00:23:24,referral,mobile
11000017430,477,,,2025-04-21 17:16:32,2025-04-21 17:54:32,referral,mobile
11000017431,94,210.0,,2024-04-03 04:43:54,2024-04-03 05:16:54,email,mobile
11000017432,370,,,2025-01-04 19:30:58,2025-01-04 19:34:58,ads,mobile
11000017433,561,564.0,,2025-07-14 22:40:16,2025-07-14 22:59:16,social,mobile
11000017434,204,,,2024-07-22 18:27:26,2024-07-22 19:18:26,ads,mobile
11000017435,265,88.0,,2024-09-21 06:07:53,2024-09-21 07:01:53,social,mobile
11000017436,319,,,2024-11-14 07:43:45,2024-11-14 07:47:45,email,mobile
11000017437,50,808.0,,2024-02-19 14:51:50,2024-02-19 15:00:50,ads,desktop
11000017438,538,35.0,,2025-06-21 17:42:58,2025-06-21 17:47:58,ads,mobile
11000017439,473,78.0,,2025-04-17 11:18:06,2025-04-17 12:06:06,email,desktop
11000017440,617,,,2025-09-08 07:42:23,2025-09-08 08:23:23,direct,desktop
11000017441,321,92.0,,2024-11-16 11:58:18,2024-11-16 12:31:18,referral,mobile
11000017442,467,1122.0,,2025-04-11 01:23:02,2025-04-11 02:18:02,direct,mobile
11000017443,353,,,2024-12-18 11:23:34,2024-12-18 12:02:34,direct,desktop
11000017444,37,,,2024-02-06 06:15:15,2024-02-06 06:58:15,referral,desktop
11000017445,95,1431.0,,2024-04-04 04:34:28,2024-04-04 04:48:28,social,tablet
11000017446,78,170.0,,2024-03-18 16:43:30,2024-03-18 16:49:30,ads,desktop
11000017447,618,,,2025-09-09 12:17:06,2025-09-09 12:43:06,direct,desktop
11000017448,307,,,2024-11-02 17:43:06,2024-11-02 18:32:06,direct,mobile
11000017449,193,464.0,,2024-07-11 18:41:00,2024-07-11 19:08:00,social,mobile
11000017450,436,,,2025-03-11 08:09:38,2025-03-11 09:07:38,direct,mobile
11000017451,339,,,2024-12-04 16:00:28,2024-12-04 16:09:28,email,mobile
